,,,,,,,,,SIMULATOR_DOMAINS:32
,,,,,,,,,SIMULATOR_REGION_SIZE:8
,,,,,,,,,SIMULATOR_MIN_REGION_SIZE:4
,,,,,,,,,SIMULATOR_RUN_NAME:ex1-run90
,,,,,,,,,SIMULATOR_MAX_REGION_SIZE:12
,,,,,,,,,SIMULATOR_ROUTING:FIRST_FINGERPRINT_7
,,,,,,,,,SIMULATOR_BIT_MASK:10
,,,,,,,,,SIMULATOR_REGION_ALGO:CONTENT-DEFINED
,,,,,,,,,SIMULATOR_TRACES_LISTS:fslhomes_2011-8kb-only_014018019
,,,,,,,,,SIMULATOR_BACKEND_IPS:10.131.2.151,10.131.2.152,10.129.3.153,10.128.4.215,10.131.2.149,10.129.3.152,10.129.5.90,10.128.4.216
,,,,,,,,,SIMULATOR_MODE:RUN
,,,,,,,,,START_TIME:1638577746.22331
,,,,,,,,,STOP_TIME:1638578446.4350774
omain, region bytes, non-dupe bytes, region fp count, non-dupe fp count, route time, response time, user, hash date
89,12573917,0,1292,0,4.48E-06,2.00E-02,014,2011-09-22
173,8353475,0,861,0,6.54E-06,1.22E-02,014,2011-09-22
227,6957445,0,716,0,4.35E-06,9.98E-03,014,2011-09-22
19,10937216,0,1200,0,4.48E-06,1.33E-02,014,2011-09-22
63,4405581,0,505,0,6.87E-06,6.67E-03,014,2011-09-22
81,12578068,0,1374,0,7.98E-06,1.71E-02,014,2011-09-22
120,12581441,0,1381,0,4.77E-06,1.85E-02,014,2011-09-22
231,12580473,0,1390,0,4.82E-06,1.81E-02,014,2011-09-22
177,12575528,0,1394,0,1.42E-05,3.08E-02,014,2011-09-22
119,10366262,0,1100,0,5.10E-06,1.46E-02,014,2011-09-22
240,12573365,0,1283,0,1.26E-05,1.72E-02,014,2011-09-22
64,12571079,0,1295,0,4.50E-06,5.22E-02,014,2011-09-22
110,12575147,0,1392,0,5.82E-06,1.78E-02,014,2011-09-22
115,12579139,0,1309,0,4.78E-06,1.65E-02,014,2011-09-22
244,11761962,0,1285,0,5.45E-06,1.65E-02,014,2011-09-22
35,4679921,0,516,0,7.36E-06,1.30E-02,014,2011-09-22
83,12577999,0,1359,0,4.50E-06,1.72E-02,014,2011-09-22
108,12576414,0,1357,0,4.93E-06,1.69E-02,014,2011-09-22
109,12578335,0,1366,0,1.46E-05,1.81E-02,014,2011-09-22
233,7007261,0,806,0,5.46E-06,1.09E-02,014,2011-09-22
173,5584815,0,628,0,6.43E-06,1.07E-02,014,2011-09-22
57,5096047,0,570,0,5.78E-06,1.34E-02,014,2011-09-22
91,12581066,0,1390,0,6.15E-06,1.83E-02,014,2011-09-22
100,8412693,0,954,0,7.13E-06,1.29E-02,014,2011-09-22
188,7991754,0,857,0,5.32E-06,1.22E-02,014,2011-09-22
64,9100936,0,1119,0,4.96E-06,1.45E-02,014,2011-09-22
145,9204200,0,1112,0,6.63E-06,1.34E-02,014,2011-09-22
122,4989679,0,595,0,9.08E-06,8.92E-03,014,2011-09-22
164,7091418,0,803,0,7.94E-06,1.26E-02,014,2011-09-22
91,12573898,0,1412,0,1.16E-05,1.79E-02,014,2011-09-22
192,12578559,0,1428,0,1.34E-05,1.85E-02,014,2011-09-22
63,10869542,0,1198,0,8.46E-06,1.49E-02,014,2011-09-22
194,12573718,0,1420,0,6.07E-06,1.38E-02,014,2011-09-22
69,4572493,0,514,0,7.42E-06,7.87E-03,014,2011-09-22
222,5709664,0,657,0,4.52E-06,8.56E-03,014,2011-09-22
202,12578038,0,1357,0,5.30E-06,1.40E-02,014,2011-09-22
45,12580746,0,1481,0,8.10E-06,1.86E-02,014,2011-09-22
133,10239343,0,1140,0,8.15E-06,1.38E-02,014,2011-09-22
52,6103363,0,714,0,4.59E-06,9.33E-03,014,2011-09-22
57,8535056,0,1017,0,4.32E-06,1.23E-02,014,2011-09-22
91,12578711,0,1449,0,4.45E-06,1.70E-02,014,2011-09-22
120,7326474,0,825,0,1.66E-05,1.19E-02,014,2011-09-22
163,9169761,0,1043,0,4.17E-06,1.36E-02,014,2011-09-22
224,12467851,0,1383,0,4.63E-06,1.75E-02,014,2011-09-22
188,8014053,0,874,0,5.01E-06,1.23E-02,014,2011-09-22
64,12582517,0,1489,0,7.06E-06,1.93E-02,014,2011-09-22
27,7294986,0,832,0,1.12E-05,1.15E-02,014,2011-09-22
164,8910657,0,1018,0,7.20E-06,1.33E-02,014,2011-09-22
91,12577379,0,1449,0,7.42E-06,1.99E-02,014,2011-09-22
41,12572536,0,1391,0,1.03E-05,1.62E-02,014,2011-09-22
102,9955207,0,1109,0,4.52E-06,1.44E-02,014,2011-09-22
167,12577016,0,1445,0,5.44E-06,1.80E-02,014,2011-09-22
17,12579351,0,1492,0,1.30E-05,1.62E-02,014,2011-09-22
222,12580813,0,1386,0,4.88E-06,1.45E-02,014,2011-09-22
240,12571767,0,1342,0,5.30E-06,1.72E-02,014,2011-09-22
168,9418794,0,1060,0,7.05E-06,1.40E-02,014,2011-09-22
51,12579742,0,1471,0,8.23E-06,1.66E-02,014,2011-09-22
22,5583866,0,647,0,5.15E-06,9.18E-03,014,2011-09-22
135,8707464,0,939,0,1.64E-05,1.13E-02,014,2011-09-22
72,12573709,0,1457,0,6.92E-06,1.79E-02,014,2011-09-22
248,5411944,0,646,0,6.87E-06,9.77E-03,014,2011-09-22
210,8970699,0,1022,0,7.40E-06,1.17E-02,014,2011-09-22
110,12571751,0,1346,0,1.01E-05,1.86E-02,014,2011-09-22
120,5768190,0,616,0,1.33E-05,9.40E-03,014,2011-09-22
233,12579183,0,1444,0,4.24E-06,1.77E-02,014,2011-09-22
126,5799028,0,652,0,4.94E-06,9.33E-03,014,2011-09-22
111,12582488,0,1411,0,4.71E-06,1.81E-02,014,2011-09-22
178,9525515,0,1155,0,4.72E-06,2.75E-02,014,2011-09-22
135,8010251,0,936,0,4.50E-06,1.19E-02,014,2011-09-22
228,12579513,0,1377,0,4.57E-06,1.75E-02,014,2011-09-22
187,11561078,0,1208,0,7.24E-06,2.73E-02,014,2011-09-22
32,6758691,0,717,0,5.36E-06,9.48E-03,014,2011-09-22
25,4203910,0,512,0,5.23E-06,7.24E-03,014,2011-09-22
241,10340905,0,1302,0,6.49E-06,1.69E-02,014,2011-09-22
248,6622857,0,721,0,4.89E-06,9.99E-03,014,2011-09-22
50,12581408,0,1400,0,4.39E-06,1.57E-02,014,2011-09-22
135,5215175,0,534,0,4.81E-06,7.36E-03,014,2011-09-22
48,12577276,0,1321,0,4.24E-06,1.56E-02,014,2011-09-22
18,12569990,0,1263,0,6.97E-06,1.48E-02,014,2011-09-22
5,10866658,0,1252,0,7.96E-06,1.50E-02,014,2011-09-22
153,12582596,0,1390,0,8.22E-06,1.63E-02,014,2011-09-22
97,11181003,0,1260,0,2.00E-05,1.58E-02,014,2011-09-22
184,12577125,0,1414,0,6.52E-06,1.82E-02,014,2011-09-22
122,12567572,0,1363,0,5.03E-06,1.74E-02,014,2011-09-22
206,11180890,0,1347,0,4.93E-06,1.41E-02,014,2011-09-22
10,6920791,0,784,0,5.71E-06,1.06E-02,014,2011-09-22
55,12580472,0,1380,0,4.67E-06,1.57E-02,014,2011-09-22
160,7080423,0,787,0,5.48E-06,1.15E-02,014,2011-09-22
34,10183868,0,1154,0,4.69E-06,1.32E-02,014,2011-09-22
252,9341972,0,1001,0,6.19E-06,1.36E-02,014,2011-09-22
115,10192222,0,1104,0,4.01E-06,1.42E-02,014,2011-09-22
246,6430391,0,718,0,5.10E-06,1.00E-02,014,2011-09-22
63,10561026,0,1159,0,4.07E-06,1.34E-02,014,2011-09-22
137,4203602,0,492,0,4.05E-06,6.77E-03,014,2011-09-22
247,6179232,0,751,0,3.58E-06,1.03E-02,014,2011-09-22
52,11420422,0,1247,0,4.22E-06,1.33E-02,014,2011-09-22
153,11464098,0,1230,0,3.72E-06,1.31E-02,014,2011-09-22
34,12575798,0,1392,0,4.77E-06,1.51E-02,014,2011-09-22
252,8290658,0,936,0,7.73E-06,1.24E-02,014,2011-09-22
59,8448201,0,963,0,4.49E-06,1.08E-02,014,2011-09-22
160,7774574,0,828,0,4.39E-06,1.13E-02,014,2011-09-22
41,12579487,0,1433,0,4.37E-06,1.57E-02,014,2011-09-22
101,6605265,0,739,0,4.08E-06,1.02E-02,014,2011-09-22
145,11579562,0,1306,0,4.31E-06,1.46E-02,014,2011-09-22
160,12580457,0,1405,0,4.31E-06,1.67E-02,014,2011-09-22
239,5881454,0,659,0,4.95E-06,9.24E-03,014,2011-09-22
24,8818565,0,1002,0,3.86E-06,1.20E-02,014,2011-09-22
223,7437651,0,896,0,5.85E-06,1.00E-02,014,2011-09-22
87,7210960,0,1408,0,4.27E-06,1.78E-02,014,2011-09-22
240,4722857,0,3115,0,4.21E-06,3.58E-02,014,2011-09-22
165,12574478,0,1974,0,4.55E-06,2.55E-02,014,2011-09-22
85,12577120,0,1524,0,4.08E-06,1.90E-02,014,2011-09-22
61,7406088,0,819,0,4.43E-06,1.07E-02,014,2011-09-22
10,12310099,0,1306,0,4.13E-06,1.46E-02,014,2011-09-22
238,7592294,0,816,0,4.53E-06,1.13E-02,014,2011-09-22
209,6924152,0,736,0,4.33E-06,8.35E-03,014,2011-09-22
7,12578746,0,1315,0,4.48E-06,1.55E-02,014,2011-09-22
235,12579319,0,1305,0,4.48E-06,2.49E-02,014,2011-09-22
34,5265638,0,578,0,1.38E-05,2.41E-02,014,2011-09-22
10,5710749,0,632,0,1.85E-05,2.42E-02,014,2011-09-22
80,8126688,0,960,0,1.69E-05,2.41E-02,014,2011-09-22
145,4408523,0,502,0,9.11E-06,8.45E-03,014,2011-09-22
196,9408220,0,993,0,8.01E-06,1.16E-02,014,2011-09-22
45,12581893,0,1347,0,7.67E-06,1.57E-02,014,2011-09-22
157,12582792,0,1427,0,7.35E-06,1.58E-02,014,2011-09-22
121,11162849,0,1261,0,6.14E-06,1.82E-02,014,2011-09-22
210,12573581,0,1363,0,5.83E-06,1.31E-02,014,2011-09-22
165,12579686,0,1304,0,4.78E-06,1.63E-02,014,2011-09-22
89,12573917,0,1292,0,4.36E-06,1.65E-02,014,2011-09-22
173,8353475,0,861,0,5.20E-06,1.15E-02,014,2011-09-22
227,6957445,0,716,0,4.10E-06,1.01E-02,014,2011-09-22
19,10937216,0,1200,0,4.28E-06,1.35E-02,014,2011-09-22
63,4405581,0,505,0,5.39E-06,6.87E-03,014,2011-09-22
81,12578068,0,1374,0,4.24E-06,1.68E-02,014,2011-09-22
120,12581441,0,1381,0,5.60E-06,1.74E-02,014,2011-09-22
231,6025110,0,692,0,4.78E-06,9.58E-03,014,2011-09-22
202,12582456,0,1333,0,4.15E-06,1.36E-02,014,2011-09-22
38,12580381,0,1391,0,4.93E-06,1.48E-02,014,2011-09-22
197,12576068,0,1367,0,4.01E-06,1.36E-02,014,2011-09-22
248,5788988,0,609,0,5.61E-06,8.97E-03,014,2011-09-22
240,12573365,0,1283,0,1.26E-05,1.59E-02,014,2011-09-22
64,12571079,0,1295,0,4.48E-06,1.63E-02,014,2011-09-22
110,12575147,0,1392,0,4.06E-06,1.77E-02,014,2011-09-22
115,12579139,0,1309,0,5.64E-06,1.66E-02,014,2011-09-22
244,11761962,0,1285,0,4.29E-06,1.61E-02,014,2011-09-22
35,4679921,0,516,0,5.41E-06,7.37E-03,014,2011-09-22
83,12577999,0,1359,0,4.15E-06,1.65E-02,014,2011-09-22
108,12576414,0,1357,0,4.31E-06,1.71E-02,014,2011-09-22
109,12578335,0,1366,0,4.48E-06,1.74E-02,014,2011-09-22
233,7007261,0,806,0,4.44E-06,1.09E-02,014,2011-09-22
173,5584815,0,628,0,4.31E-06,1.04E-02,014,2011-09-22
57,5096047,0,570,0,4.17E-06,7.28E-03,014,2011-09-22
91,12581066,0,1390,0,4.11E-06,1.74E-02,014,2011-09-22
100,8412693,0,954,0,4.21E-06,1.28E-02,014,2011-09-22
188,7991754,0,857,0,3.91E-06,1.34E-02,014,2011-09-22
64,9100936,0,1119,0,4.25E-06,1.44E-02,014,2011-09-22
145,9204200,0,1112,0,8.22E-06,1.38E-02,014,2011-09-22
122,4989679,0,595,0,4.58E-06,8.91E-03,014,2011-09-22
164,7091418,0,803,0,1.05E-05,3.78E-02,014,2011-09-22
91,12573898,0,1412,0,8.84E-06,1.81E-02,014,2011-09-22
192,12582754,0,1422,0,7.56E-06,1.44E-02,014,2011-09-22
150,11384676,0,1306,0,7.14E-06,1.55E-02,014,2011-09-22
56,9277441,0,1389,0,1.17E-05,1.64E-02,014,2011-09-22
248,12574787,0,1388,0,1.19E-05,1.88E-02,014,2011-09-22
202,4258354,0,483,0,1.41E-05,6.74E-03,014,2011-09-22
190,8674441,0,996,0,1.07E-05,2.94E-02,014,2011-09-22
156,12572484,0,1407,0,1.12E-05,1.51E-02,014,2011-09-22
220,8102432,0,930,0,6.20E-06,1.00E-02,014,2011-09-22
100,12580253,0,1444,0,6.08E-06,1.93E-02,014,2011-09-22
8,8055168,0,919,0,7.76E-06,1.08E-02,014,2011-09-22
232,8613033,0,1004,0,6.78E-06,2.51E-02,014,2011-09-22
4,7535946,0,857,0,5.75E-06,9.97E-03,014,2011-09-22
166,12574238,0,1416,0,5.09E-06,1.68E-02,014,2011-09-22
36,12582623,0,1441,0,5.63E-06,1.52E-02,014,2011-09-22
36,6442031,0,729,0,4.84E-06,8.46E-03,014,2011-09-22
57,12569054,0,1434,0,4.73E-06,1.51E-02,014,2011-09-22
248,8225006,0,931,0,5.30E-06,1.94E-02,014,2011-09-22
190,12576049,0,1426,0,4.87E-06,1.73E-02,014,2011-09-22
224,12582137,0,1396,0,2.77E-05,1.77E-02,014,2011-09-22
76,12581977,0,1418,0,1.21E-05,1.87E-02,014,2011-09-22
220,12579880,0,1432,0,6.64E-06,1.49E-02,014,2011-09-22
223,12578755,0,1438,0,4.31E-06,1.35E-02,014,2011-09-22
234,4584894,0,501,0,5.02E-06,8.09E-03,014,2011-09-22
41,6863831,0,801,0,3.94E-06,9.54E-03,014,2011-09-22
85,8675808,0,989,0,4.24E-06,1.49E-02,014,2011-09-22
212,8071744,0,881,0,5.98E-06,9.10E-03,014,2011-09-22
41,4624644,0,534,0,4.13E-06,7.08E-03,014,2011-09-22
53,12579804,0,1426,0,4.27E-06,1.54E-02,014,2011-09-22
253,12581232,0,1421,0,7.75E-06,1.79E-02,014,2011-09-22
92,12582346,0,1434,0,6.32E-06,2.19E-02,014,2011-09-22
124,9584338,0,1096,0,6.38E-06,1.43E-02,014,2011-09-22
155,10262562,0,1169,0,4.79E-06,1.25E-02,014,2011-09-22
227,5297299,0,630,0,4.61E-06,8.86E-03,014,2011-09-22
245,6074719,0,701,0,5.34E-06,9.54E-03,014,2011-09-22
240,10506444,0,1181,0,4.39E-06,1.50E-02,014,2011-09-22
10,12580771,0,1465,0,4.10E-06,1.60E-02,014,2011-09-22
35,7003326,0,766,0,4.25E-06,9.53E-03,014,2011-09-22
174,12581774,0,1410,0,4.13E-06,1.84E-02,014,2011-09-22
66,5400677,0,617,0,4.79E-06,1.10E-02,014,2011-09-22
54,8304574,0,978,0,4.13E-06,1.10E-02,014,2011-09-22
242,5708681,0,652,0,4.24E-06,1.12E-02,014,2011-09-22
217,12578916,0,1442,0,4.64E-06,1.61E-02,014,2011-09-22
158,7513868,0,836,0,4.16E-06,9.87E-03,014,2011-09-22
218,8859789,0,992,0,4.04E-06,1.16E-02,014,2011-09-22
174,12573056,0,1388,0,4.98E-06,1.75E-02,014,2011-09-22
41,6809233,0,774,0,5.46E-06,8.77E-03,014,2011-09-22
222,12580538,0,1398,0,4.95E-06,1.37E-02,014,2011-09-22
162,12580353,0,1406,0,4.38E-06,1.71E-02,014,2011-09-22
216,5869577,0,676,0,5.41E-06,7.91E-03,014,2011-09-22
34,10052557,0,1144,0,4.32E-06,1.19E-02,014,2011-09-22
199,7479274,0,859,0,4.35E-06,9.22E-03,014,2011-09-22
6,12579520,0,1428,0,4.52E-06,1.51E-02,014,2011-09-22
136,12577963,0,1417,0,4.08E-06,1.48E-02,014,2011-09-22
17,9872815,0,1151,0,4.18E-06,1.27E-02,014,2011-09-22
61,12581666,0,1424,0,4.60E-06,1.52E-02,014,2011-09-22
153,6606998,0,746,0,5.46E-06,9.15E-03,014,2011-09-22
86,8571082,0,1002,0,6.14E-06,1.37E-02,014,2011-09-22
79,4307791,0,764,0,4.55E-06,1.09E-02,014,2011-09-22
40,12582620,0,2704,0,3.98E-06,2.60E-02,014,2011-09-22
115,10482462,0,2877,0,5.21E-06,3.42E-02,014,2011-09-22
169,5362691,0,1552,0,5.02E-06,1.97E-02,014,2011-09-22
88,12575040,0,3057,0,5.35E-06,3.66E-02,014,2011-09-22
143,4271313,0,861,0,6.78E-06,9.95E-03,014,2011-09-22
194,8213540,0,2225,0,4.11E-06,2.05E-02,014,2011-09-22
248,5423016,0,1446,0,4.42E-06,1.84E-02,014,2011-09-22
87,7836332,0,1859,0,4.29E-06,2.31E-02,014,2011-09-22
174,5180368,0,1547,0,4.84E-06,3.07E-02,014,2011-09-22
63,12582103,2777573,2370,380,4.38E-06,3.29E-02,014,2011-09-22
105,12581028,2908933,987,391,6.94E-06,2.60E-02,014,2011-09-22
180,7497601,2902653,804,383,4.61E-06,2.41E-02,014,2011-09-22
250,5928384,2635787,554,350,9.10E-06,1.88E-02,014,2011-09-22
250,4408215,528250,551,120,4.08E-06,1.11E-02,014,2011-09-22
250,12569348,5234417,1769,976,4.08E-06,7.89E-02,014,2011-09-22
174,12572116,7843489,1617,1190,8.27E-06,5.61E-02,014,2011-09-22
42,7920684,5791614,1052,871,8.08E-06,3.19E-02,014,2011-09-22
237,12581931,8397756,1516,1199,1.55E-05,5.56E-02,014,2011-09-22
95,8676761,5891736,1227,989,7.89E-06,4.43E-02,014,2011-09-22
97,10508914,2561386,1298,312,1.81E-05,3.12E-02,014,2011-09-22
11,12575561,8519635,1554,1242,6.62E-06,4.91E-02,014,2011-09-22
198,8682416,6019107,1185,977,5.94E-06,3.22E-02,014,2011-09-22
250,6314123,2449667,758,340,4.88E-06,2.16E-02,014,2011-09-22
23,12579307,7394227,1582,1078,8.30E-06,4.51E-02,014,2011-09-22
123,4321074,3331492,581,511,7.42E-06,2.29E-02,014,2011-09-22
97,6643029,547218,928,66,5.36E-06,1.42E-02,014,2011-09-22
191,12581526,1163605,1695,133,6.27E-06,2.63E-02,014,2011-09-22
216,12577501,8166948,1563,1166,5.48E-06,3.82E-02,014,2011-09-22
61,12568506,8119453,1567,1156,5.44E-06,4.50E-02,014,2011-09-22
128,8436463,5329981,1041,768,4.72E-06,3.05E-02,014,2011-09-22
66,12578548,3328777,1585,423,4.51E-06,3.30E-02,014,2011-09-22
11,5274227,3583634,592,484,4.97E-06,1.99E-02,014,2011-09-22
111,12580733,7947377,1449,1102,4.64E-06,5.29E-02,014,2011-09-22
130,12580921,6539256,1365,855,8.81E-06,3.77E-02,014,2011-09-22
55,12581345,5926410,1576,839,8.01E-06,4.46E-02,014,2011-09-22
229,12568333,7234719,1437,1020,8.59E-06,5.11E-02,014,2011-09-22
113,8783980,5540748,1121,837,1.38E-05,3.95E-02,014,2011-09-22
72,5535833,669788,652,83,8.96E-06,1.30E-02,014,2011-09-22
127,12573020,1626561,1640,204,8.78E-06,2.69E-02,014,2011-09-22
225,8890680,5351540,1092,790,4.35E-06,3.94E-02,014,2011-09-22
174,6324321,191497,944,25,6.30E-06,1.47E-02,014,2011-09-22
128,12575536,1512182,1769,204,6.99E-06,2.32E-02,014,2011-09-22
17,12577857,6045755,1631,897,8.77E-06,4.36E-02,014,2011-09-22
82,11385257,6716295,1530,1010,7.93E-06,5.14E-02,014,2011-09-22
111,7489661,5111136,956,763,7.84E-06,3.54E-02,014,2011-09-22
228,5952862,3680891,667,504,4.34E-06,2.57E-02,014,2011-09-22
75,8840711,2193443,1057,285,8.81E-06,2.42E-02,014,2011-09-22
161,11564464,2135899,1667,303,5.89E-06,2.99E-02,014,2011-09-22
24,7315177,3728805,917,584,7.99E-06,2.43E-02,014,2011-09-22
24,6995752,5255238,1041,897,5.17E-06,3.31E-02,014,2011-09-22
170,5767776,48700,988,8,1.97E-05,1.51E-02,014,2011-09-22
151,11259665,0,1697,0,1.19E-05,1.84E-02,014,2011-09-22
53,12580351,1643314,1607,213,7.19E-06,4.26E-02,014,2011-09-22
46,7322622,5773531,1195,1050,9.06E-06,8.10E-02,014,2011-09-22
112,11131716,831404,1452,112,7.15E-06,2.39E-02,014,2011-09-22
96,8579704,6056159,1156,947,7.56E-06,4.13E-02,014,2011-09-22
123,12579527,0,1745,0,5.15E-06,3.85E-02,014,2011-09-22
36,7545749,0,1068,0,4.75E-06,1.29E-02,014,2011-09-22
177,12568444,1855341,1670,235,4.80E-06,2.96E-02,014,2011-09-22
6,7524793,5325402,1011,844,4.35E-06,2.90E-02,014,2011-09-22
225,12576074,2238353,1779,295,4.35E-06,3.08E-02,014,2011-09-22
176,5161556,0,728,0,6.50E-06,1.11E-02,014,2011-09-22
35,12579670,632991,1734,67,4.19E-06,2.00E-02,014,2011-09-22
26,6763036,4552879,783,631,4.51E-06,2.52E-02,014,2011-09-22
51,12582885,1896059,1479,250,4.58E-06,2.22E-02,014,2011-09-22
230,5199176,3697669,657,544,6.06E-06,2.50E-02,014,2011-09-22
31,5471060,1084916,631,138,5.45E-06,1.17E-02,014,2011-09-22
27,6585298,4478607,758,609,4.50E-06,2.35E-02,014,2011-09-22
48,12574175,4211730,1393,561,4.63E-06,2.96E-02,014,2011-09-22
230,12582225,9405920,2084,1690,4.08E-06,1.03E-01,014,2011-09-22
121,12581910,9036757,1994,1606,7.13E-06,7.64E-02,014,2011-09-22
6,11580929,7748065,1618,1289,4.35E-06,4.54E-02,014,2011-09-22
162,12576876,1769263,1575,245,6.09E-06,2.75E-02,014,2011-09-22
20,12576117,8092857,1655,1266,4.35E-06,4.35E-02,014,2011-09-22
167,4650403,3584997,627,542,5.10E-06,2.35E-02,014,2011-09-22
226,9494765,399115,1290,51,4.33E-06,2.01E-02,014,2011-09-22
118,8144528,856890,1103,106,4.50E-06,1.81E-02,014,2011-09-22
66,10152247,883023,1129,97,4.63E-06,1.92E-02,014,2011-09-22
48,12579121,1351434,1622,162,4.69E-06,2.24E-02,014,2011-09-22
223,4594136,0,527,0,5.90E-06,8.13E-03,014,2011-09-22
70,4553358,1578324,514,184,3.86E-06,1.38E-02,014,2011-09-22
24,12580040,6795207,1354,906,4.73E-06,3.91E-02,014,2011-09-22
79,10024120,6396584,1160,904,5.07E-06,4.21E-02,014,2011-09-22
24,12582758,7913535,1429,1099,4.43E-06,4.56E-02,014,2011-09-22
222,11929978,7855654,1598,1244,5.00E-06,4.25E-02,014,2011-09-22
13,12578117,5921383,1449,809,4.08E-06,3.82E-02,014,2011-09-22
86,12577827,7807809,1418,1049,9.60E-06,4.85E-02,014,2011-09-22
34,12575534,8176861,1404,1092,9.29E-06,5.12E-02,014,2011-09-22
149,12570025,7746377,1703,1241,7.75E-06,4.67E-02,014,2011-09-22
34,12574187,5446060,1533,765,6.65E-06,3.43E-02,014,2011-09-22
180,8497202,4502214,1018,637,6.31E-06,3.25E-02,014,2011-09-22
64,4199274,2815798,512,408,5.40E-06,1.94E-02,014,2011-09-22
186,8297011,2315423,970,311,4.09E-06,2.37E-02,014,2011-09-22
183,6996679,4516456,805,638,4.48E-06,3.03E-02,014,2011-09-22
183,5387493,2373724,675,358,4.05E-06,5.08E-02,014,2011-09-22
117,12581833,1902969,1604,244,7.17E-06,2.85E-02,014,2011-09-22
238,12574505,6491108,1491,923,5.22E-06,4.69E-02,014,2011-09-22
61,12577829,6341616,1402,879,5.51E-06,3.76E-02,014,2011-09-22
90,12580163,7983026,1519,1169,7.11E-06,5.53E-02,014,2011-09-22
68,11037683,5924587,1238,826,1.01E-05,7.31E-02,014,2011-09-22
198,10555794,6721906,1193,930,8.38E-06,3.63E-02,014,2011-09-22
198,6193698,1620398,739,249,5.16E-06,1.53E-02,014,2011-09-22
5,5021843,2780977,614,397,9.72E-06,1.90E-02,014,2011-09-22
5,5169611,1238493,583,156,1.15E-05,1.18E-02,014,2011-09-22
5,6831566,55716,788,6,4.60E-06,1.11E-02,014,2011-09-22
124,10973080,1421341,1468,171,1.09E-05,2.65E-02,014,2011-09-22
210,12582153,1767392,1578,233,1.76E-05,2.64E-02,014,2011-09-22
134,8417002,1474925,1033,190,1.48E-05,1.89E-02,014,2011-09-22
253,4920466,1854825,569,256,1.40E-05,1.79E-02,014,2011-09-22
253,6919309,720576,881,91,9.81E-06,1.49E-02,014,2011-09-22
233,12582348,1617550,1593,209,9.69E-06,2.67E-02,014,2011-09-22
185,12580292,1495419,1562,185,8.51E-06,2.60E-02,014,2011-09-22
193,12579816,1626212,1513,202,5.64E-06,1.95E-02,014,2011-09-22
115,11509681,7516901,1310,1027,5.76E-06,4.83E-02,014,2011-09-22
27,12579453,7937349,1426,1085,6.39E-06,4.37E-02,014,2011-09-22
57,6210476,4086586,700,556,8.91E-06,2.45E-02,014,2011-09-22
27,12574974,6069540,1546,864,6.10E-06,3.99E-02,014,2011-09-22
177,12581661,7657991,1418,1041,9.88E-06,5.16E-02,014,2011-09-22
106,9615239,6384640,1083,861,1.50E-05,5.52E-02,014,2011-09-22
5,12581837,1485197,1406,177,9.80E-06,2.29E-02,014,2011-09-22
224,4383941,3137515,598,507,6.50E-06,2.40E-02,014,2011-09-22
253,12579274,947046,1521,126,8.27E-06,2.57E-02,014,2011-09-22
103,12576085,7644129,1347,1017,9.67E-06,5.35E-02,014,2011-09-22
179,8397103,5597467,983,790,7.17E-06,3.91E-02,014,2011-09-22
160,6586047,4301105,739,592,8.22E-06,2.80E-02,014,2011-09-22
197,6393449,4428865,732,604,7.02E-06,2.22E-02,014,2011-09-22
205,8197342,5469118,936,750,5.75E-06,2.51E-02,014,2011-09-22
89,12582879,8329198,1821,1483,7.99E-06,7.38E-02,014,2011-09-22
246,6203325,5249754,1518,1342,1.06E-05,5.88E-02,014,2011-09-22
131,6943364,103496,1476,14,9.25E-06,1.89E-02,014,2011-09-22
86,4763177,534418,540,69,5.91E-06,1.14E-02,014,2011-09-22
96,4364630,0,488,0,1.78E-05,9.11E-03,014,2011-09-22
87,12568513,0,1364,0,1.21E-05,2.02E-02,014,2011-09-22
117,7456451,0,825,0,8.45E-06,1.21E-02,014,2011-09-22
150,5845967,0,658,0,4.58E-06,8.26E-03,014,2011-09-22
60,7183729,0,750,0,4.72E-06,9.12E-03,014,2011-09-22
133,7654294,0,824,0,8.47E-06,9.53E-03,014,2011-09-22
6,12573137,0,1373,0,5.14E-06,1.49E-02,014,2011-09-22
92,12260480,0,1291,0,4.21E-06,1.61E-02,014,2011-09-22
172,9458903,0,1040,0,3.96E-06,1.33E-02,014,2011-09-22
67,9980590,0,1099,0,4.64E-06,1.36E-02,014,2011-09-22
192,12582695,0,1378,0,4.79E-06,1.52E-02,014,2011-09-22
236,6950863,0,745,0,5.85E-06,1.06E-02,014,2011-09-22
218,12050735,0,1257,0,5.58E-06,1.10E-02,014,2011-09-22
138,5135890,0,552,0,5.93E-06,7.45E-03,014,2011-09-22
7,12580758,0,1382,0,4.75E-06,1.53E-02,014,2011-09-22
125,8842449,1019380,1018,129,2.22E-05,1.75E-02,014,2011-09-22
15,9435948,5994824,1253,964,4.95E-06,3.45E-02,014,2011-09-22
61,12581350,7338169,1548,1096,4.62E-06,4.62E-02,014,2011-09-22
112,12580869,8433975,1585,1245,6.75E-06,8.70E-02,014,2011-09-22
65,7170894,4547727,843,658,6.60E-06,3.09E-02,014,2011-09-22
61,7238857,3507782,903,508,4.62E-06,2.45E-02,014,2011-09-22
177,5670188,3275234,639,460,5.88E-06,2.44E-02,014,2011-09-22
