,,,,,,,,,SIMULATOR_DOMAINS:32
,,,,,,,,,SIMULATOR_REGION_SIZE:8
,,,,,,,,,SIMULATOR_MIN_REGION_SIZE:4
,,,,,,,,,SIMULATOR_RUN_NAME:ex1-run90
,,,,,,,,,SIMULATOR_MAX_REGION_SIZE:12
,,,,,,,,,SIMULATOR_ROUTING:FIRST_FINGERPRINT_7
,,,,,,,,,SIMULATOR_BIT_MASK:10
,,,,,,,,,SIMULATOR_REGION_ALGO:CONTENT-DEFINED
,,,,,,,,,SIMULATOR_TRACES_LISTS:fslhomes_2011-8kb-only_014018019
,,,,,,,,,SIMULATOR_BACKEND_IPS:10.131.2.151,10.131.2.152,10.129.3.153,10.128.4.215,10.131.2.149,10.129.3.152,10.129.5.90,10.128.4.216
,,,,,,,,,SIMULATOR_MODE:RUN
,,,,,,,,,START_TIME:1638577746.22331
,,,,,,,,,STOP_TIME:1638578446.4350774
omain, region bytes, non-dupe bytes, region fp count, non-dupe fp count, route time, response time, user, hash date
44,4634342,0,518,0,7.60E-06,7.19E-03,014,2011-09-27
143,8774966,0,952,0,4.52E-06,1.08E-02,014,2011-09-27
71,12582875,0,1417,0,4.59E-06,1.75E-02,014,2011-09-27
240,4359364,0,496,0,5.02E-06,8.31E-03,014,2011-09-27
121,12581333,0,1418,0,4.29E-06,3.63E-02,014,2011-09-27
2,12581500,0,1390,0,5.24E-06,1.46E-02,014,2011-09-27
35,7211468,0,814,0,5.25E-06,9.66E-03,014,2011-09-27
206,12572700,0,1387,0,4.80E-06,1.50E-02,014,2011-09-27
230,12250449,0,1370,0,4.71E-06,1.79E-02,014,2011-09-27
221,7159774,0,827,0,4.71E-06,9.84E-03,014,2011-09-27
91,12581871,0,1431,0,4.77E-06,1.80E-02,014,2011-09-27
79,9445822,0,1065,0,7.70E-06,1.52E-02,014,2011-09-27
201,12571274,0,1418,0,1.72E-05,1.74E-02,014,2011-09-27
215,12573471,0,1420,0,1.46E-05,1.52E-02,014,2011-09-27
214,12573679,0,1429,0,2.07E-05,1.44E-02,014,2011-09-27
101,12394907,0,1394,0,6.45E-06,1.82E-02,014,2011-09-27
39,12571252,0,1424,0,4.73E-06,1.50E-02,014,2011-09-27
196,7091097,0,799,0,4.64E-06,9.00E-03,014,2011-09-27
224,12580691,0,1429,0,6.06E-06,1.79E-02,014,2011-09-27
184,4598127,0,526,0,4.79E-06,8.80E-03,014,2011-09-27
11,12576528,0,1443,0,4.82E-06,1.56E-02,014,2011-09-27
1,6152572,0,699,0,4.58E-06,8.36E-03,014,2011-09-27
225,8749525,0,986,0,4.56E-06,3.25E-02,014,2011-09-27
142,12574954,0,1417,0,4.05E-06,1.49E-02,014,2011-09-27
182,12578345,0,1389,0,4.65E-06,1.73E-02,014,2011-09-27
242,12582601,0,1432,0,4.61E-06,1.80E-02,014,2011-09-27
81,4766426,0,518,0,4.18E-06,1.01E-02,014,2011-09-27
155,5662626,0,637,0,4.09E-06,8.81E-03,014,2011-09-27
116,12578782,0,1453,0,4.50E-06,1.82E-02,014,2011-09-27
41,12577309,0,1396,0,4.12E-06,1.59E-02,014,2011-09-27
164,7405127,0,849,0,4.53E-06,1.20E-02,014,2011-09-27
36,7065019,0,801,0,4.36E-06,9.46E-03,014,2011-09-27
219,5225851,0,576,0,4.49E-06,6.96E-03,014,2011-09-27
94,11474514,0,1284,0,4.53E-06,1.63E-02,014,2011-09-27
145,12580660,0,1426,0,4.17E-06,1.55E-02,014,2011-09-27
90,12578286,0,1443,0,4.38E-06,2.11E-02,014,2011-09-27
120,12575741,0,1395,0,4.63E-06,1.76E-02,014,2011-09-27
139,4422074,0,492,0,3.83E-06,6.75E-03,014,2011-09-27
142,12579204,0,1410,0,3.58E-06,1.43E-02,014,2011-09-27
176,12577977,0,1414,0,4.55E-06,1.74E-02,014,2011-09-27
86,12572543,0,1401,0,4.03E-06,1.75E-02,014,2011-09-27
132,12574273,0,1446,0,4.18E-06,1.47E-02,014,2011-09-27
180,12574944,0,1400,0,1.69E-05,1.75E-02,014,2011-09-27
200,7804179,0,872,0,4.61E-06,1.01E-02,014,2011-09-27
80,8437929,0,949,0,4.47E-06,1.39E-02,014,2011-09-27
18,4842192,0,562,0,4.66E-06,7.71E-03,014,2011-09-27
86,9588927,0,1115,0,4.18E-06,1.45E-02,014,2011-09-27
233,12580498,0,1446,0,1.78E-05,1.88E-02,014,2011-09-27
174,4243214,0,480,0,4.07E-06,7.73E-03,014,2011-09-27
150,7280234,0,816,0,3.44E-06,9.72E-03,014,2011-09-27
201,12582429,0,1415,0,4.26E-06,1.34E-02,014,2011-09-27
14,4717300,0,536,0,4.16E-06,6.86E-03,014,2011-09-27
175,12580923,0,1433,0,4.12E-06,1.76E-02,014,2011-09-27
0,8881569,0,1013,0,4.05E-06,1.13E-02,014,2011-09-27
113,12581145,0,1393,0,4.08E-06,1.93E-02,014,2011-09-27
150,11768666,0,1332,0,4.47E-06,1.45E-02,014,2011-09-27
192,12576858,0,1471,0,5.32E-06,2.59E-02,014,2011-09-27
37,12580924,0,1401,0,4.65E-06,1.64E-02,014,2011-09-27
103,11023279,0,1249,0,7.01E-06,1.65E-02,014,2011-09-27
58,7179323,0,823,0,4.35E-06,9.75E-03,014,2011-09-27
189,5196329,0,614,0,4.21E-06,9.67E-03,014,2011-09-27
173,8744070,0,982,0,3.88E-06,1.28E-02,014,2011-09-27
186,12581189,0,1407,0,4.12E-06,1.68E-02,014,2011-09-27
11,12571499,0,1427,0,4.35E-06,1.54E-02,014,2011-09-27
13,9651893,0,1080,0,4.00E-06,1.19E-02,014,2011-09-27
196,5200171,0,565,0,4.32E-06,7.41E-03,014,2011-09-27
119,7309522,0,822,0,4.81E-06,1.13E-02,014,2011-09-27
37,6400833,0,733,0,4.40E-06,9.39E-03,014,2011-09-27
29,12577952,0,1447,0,4.39E-06,1.52E-02,014,2011-09-27
220,12581084,0,1442,0,4.03E-06,1.45E-02,014,2011-09-27
74,8190495,0,830,0,7.18E-06,1.27E-02,014,2011-09-27
165,7535611,0,861,0,4.72E-06,1.22E-02,014,2011-09-27
61,12582608,0,1436,0,4.28E-06,1.61E-02,014,2011-09-27
95,6839557,0,755,0,3.91E-06,1.10E-02,014,2011-09-27
5,12578823,0,1405,0,3.74E-06,1.50E-02,014,2011-09-27
134,6418086,0,750,0,4.29E-06,9.16E-03,014,2011-09-27
66,10152247,0,1129,0,4.35E-06,1.55E-02,014,2011-09-27
48,12358776,0,1379,0,4.42E-06,1.56E-02,014,2011-09-27
143,12575007,0,1464,0,4.05E-06,1.52E-02,014,2011-09-27
204,8252333,0,1238,0,5.06E-06,1.26E-02,014,2011-09-27
253,12573032,0,1586,0,4.92E-06,2.00E-02,014,2011-09-27
143,8410311,0,1147,0,4.56E-06,1.25E-02,014,2011-09-27
70,5048722,0,590,0,4.80E-06,8.70E-03,014,2011-09-27
234,12579232,0,1345,0,4.10E-06,1.66E-02,014,2011-09-27
130,6525668,0,711,0,3.83E-06,9.06E-03,014,2011-09-27
177,6871485,0,727,0,4.25E-06,1.08E-02,014,2011-09-27
159,6027202,0,589,0,4.28E-06,7.51E-03,014,2011-09-27
185,6970547,0,797,0,4.91E-06,1.09E-02,014,2011-09-27
27,5864541,0,681,0,4.34E-06,8.99E-03,014,2011-09-27
116,12419443,0,1402,0,5.22E-06,1.73E-02,014,2011-09-27
238,4882620,0,540,0,4.22E-06,8.57E-03,014,2011-09-27
252,12579648,0,1419,0,3.83E-06,1.86E-02,014,2011-09-27
45,4942396,0,534,0,4.27E-06,7.82E-03,014,2011-09-27
167,11192342,0,1285,0,3.99E-06,1.62E-02,014,2011-09-27
10,6801185,0,749,0,4.39E-06,9.28E-03,014,2011-09-27
99,11765043,0,1332,0,4.21E-06,1.74E-02,014,2011-09-27
190,4223192,0,459,0,1.20E-05,7.34E-03,014,2011-09-27
78,5358441,0,613,0,3.82E-06,9.42E-03,014,2011-09-27
8,12581923,0,1406,0,4.11E-06,1.54E-02,014,2011-09-27
182,12571890,0,1386,0,5.14E-06,1.68E-02,014,2011-09-27
133,5694835,0,593,0,1.21E-05,7.88E-03,014,2011-09-27
91,12574568,5580,1379,2,4.35E-06,2.05E-02,014,2011-09-27
180,12573651,0,1168,0,4.25E-06,1.51E-02,014,2011-09-27
180,6678026,0,574,0,4.16E-06,8.30E-03,014,2011-09-27
48,5712113,0,651,0,3.67E-06,8.80E-03,014,2011-09-27
109,12577251,0,1390,0,4.23E-06,1.80E-02,014,2011-09-27
165,12577042,0,1401,0,4.13E-06,1.75E-02,014,2011-09-27
15,5288910,0,577,0,1.56E-05,8.11E-03,014,2011-09-27
7,5096550,0,566,0,3.82E-06,7.09E-03,014,2011-09-27
179,4298539,0,482,0,3.71E-06,7.42E-03,014,2011-09-27
209,5561611,0,623,0,3.84E-06,7.76E-03,014,2011-09-27
56,6986742,0,786,0,3.97E-06,9.47E-03,014,2011-09-27
94,4912144,0,566,0,4.13E-06,9.67E-03,014,2011-09-27
251,12578175,0,1451,0,5.12E-06,1.83E-02,014,2011-09-27
185,12575694,0,1401,0,5.17E-06,1.74E-02,014,2011-09-27
155,12581224,0,1401,0,4.25E-06,1.68E-02,014,2011-09-27
249,12579128,0,1323,0,4.96E-06,1.70E-02,014,2011-09-27
210,12575816,0,1248,0,4.09E-06,1.44E-02,014,2011-09-27
180,12571340,0,968,0,4.40E-06,1.28E-02,014,2011-09-27
208,6994140,0,802,0,4.09E-06,8.57E-03,014,2011-09-27
109,4386305,0,502,0,4.12E-06,8.08E-03,014,2011-09-27
87,12580924,0,1378,0,8.23E-06,1.85E-02,014,2011-09-27
100,12582531,0,1392,0,6.84E-06,1.77E-02,014,2011-09-27
106,10288532,0,1151,0,6.20E-06,3.40E-02,014,2011-09-27
209,5561611,0,624,0,7.57E-06,8.10E-03,014,2011-09-27
56,12572366,0,1429,0,4.17E-06,1.57E-02,014,2011-09-27
35,4210050,0,486,0,4.65E-06,6.76E-03,014,2011-09-27
226,12578092,0,1451,0,4.02E-06,1.84E-02,014,2011-09-27
135,12578781,0,1369,0,4.53E-06,1.50E-02,014,2011-09-27
166,9303612,0,1037,0,4.41E-06,1.31E-02,014,2011-09-27
92,12580199,0,1344,0,4.61E-06,1.62E-02,014,2011-09-27
133,12573091,0,1166,0,4.55E-06,1.25E-02,014,2011-09-27
70,12246156,0,1018,0,5.72E-06,1.34E-02,014,2011-09-27
48,5712113,0,650,0,5.27E-06,8.56E-03,014,2011-09-27
109,4386305,0,502,0,4.31E-06,7.95E-03,014,2011-09-27
87,12580924,0,1378,0,1.15E-05,2.73E-02,014,2011-09-27
100,12582531,0,1392,0,9.28E-06,1.97E-02,014,2011-09-27
106,10288532,0,1151,0,6.62E-06,1.50E-02,014,2011-09-27
209,5561611,0,624,0,5.48E-06,7.92E-03,014,2011-09-27
56,12572366,0,1429,0,4.56E-06,1.55E-02,014,2011-09-27
35,4210050,0,486,0,4.66E-06,6.90E-03,014,2011-09-27
226,12578092,0,1451,0,4.44E-06,1.85E-02,014,2011-09-27
135,12578781,0,1369,0,6.37E-06,1.52E-02,014,2011-09-27
166,9303612,0,1037,0,4.14E-06,1.53E-02,014,2011-09-27
92,12573633,85257,1443,17,4.58E-06,2.97E-02,014,2011-09-27
180,5063823,1824726,530,313,4.51E-06,2.00E-02,014,2011-09-27
105,7481293,0,741,0,7.60E-06,1.11E-02,014,2011-09-27
44,6277610,0,538,0,8.13E-06,7.79E-03,014,2011-09-27
105,8115827,0,839,0,4.47E-06,1.09E-02,014,2011-09-27
105,9455439,0,790,0,4.47E-06,1.04E-02,014,2011-09-27
105,12572729,13220,1264,1,5.21E-06,1.60E-02,014,2011-09-27
175,8110872,28414,593,2,5.47E-06,9.51E-03,014,2011-09-27
105,12579588,774057,958,86,4.55E-06,1.60E-02,014,2011-09-27
180,8825377,19822,870,2,6.05E-06,1.27E-02,014,2011-09-27
189,9779921,0,1049,0,6.49E-06,1.41E-02,014,2011-09-27
200,6957059,0,747,0,6.24E-06,1.02E-02,014,2011-09-27
127,4584480,0,473,0,4.59E-06,7.45E-03,014,2011-09-27
44,4491392,0,525,0,4.28E-06,6.74E-03,014,2011-09-27
36,9117696,0,988,0,4.06E-06,1.11E-02,014,2011-09-27
36,12580800,0,1409,0,4.69E-06,1.50E-02,014,2011-09-27
146,12579381,0,1447,0,6.13E-06,1.57E-02,014,2011-09-27
98,5976923,0,422,0,5.49E-06,6.70E-03,014,2011-09-27
170,7187911,0,744,0,4.14E-06,1.09E-02,014,2011-09-27
79,12578998,0,1400,0,4.26E-06,1.85E-02,014,2011-09-27
46,9935165,0,1076,0,8.56E-06,1.31E-02,014,2011-09-27
74,12578721,20664,1353,2,2.02E-05,1.72E-02,014,2011-09-27
17,12580902,0,1188,0,4.18E-06,1.35E-02,014,2011-09-27
46,10568817,0,1063,0,4.61E-06,1.24E-02,014,2011-09-27
82,12580927,108097,1350,10,4.43E-06,1.90E-02,014,2011-09-27
206,11212718,0,1188,0,4.82E-06,1.39E-02,014,2011-09-27
45,12580060,0,1427,0,3.82E-06,1.56E-02,014,2011-09-27
39,12341670,0,1358,0,3.84E-06,1.47E-02,014,2011-09-27
73,12572422,0,1283,0,3.92E-06,1.67E-02,014,2011-09-27
21,12576850,0,1183,0,4.66E-06,1.29E-02,014,2011-09-27
217,5571617,0,616,0,3.77E-06,7.53E-03,014,2011-09-27
46,5401020,0,573,0,4.43E-06,7.32E-03,014,2011-09-27
88,12581024,0,1386,0,4.00E-06,1.74E-02,014,2011-09-27
241,5363654,27389,564,2,9.44E-06,1.03E-02,014,2011-09-27
138,6871980,0,606,0,8.03E-06,8.61E-03,014,2011-09-27
168,7058533,0,759,0,4.48E-06,1.15E-02,014,2011-09-27
46,7453849,0,789,0,4.48E-06,9.57E-03,014,2011-09-27
129,5164815,0,539,0,4.51E-06,6.84E-03,014,2011-09-27
26,12582394,0,1316,0,5.33E-06,1.42E-02,014,2011-09-27
123,12578472,0,1409,0,4.79E-06,1.79E-02,014,2011-09-27
197,9932726,0,1112,0,4.59E-06,1.22E-02,014,2011-09-27
220,12575959,0,1069,0,4.49E-06,1.13E-02,014,2011-09-27
142,12581862,0,1218,0,5.75E-06,1.42E-02,014,2011-09-27
0,12572679,0,1310,0,5.73E-06,1.55E-02,014,2011-09-27
6,6501483,0,573,0,5.97E-06,8.01E-03,014,2011-09-27
133,12579040,0,796,0,4.38E-06,9.48E-03,014,2011-09-27
45,12576537,59966,1019,7,4.68E-06,1.28E-02,014,2011-09-27
60,12572557,0,1389,0,5.42E-06,1.68E-02,014,2011-09-27
31,12575105,0,1343,0,4.76E-06,1.45E-02,014,2011-09-27
107,12568129,0,1453,0,4.49E-06,1.85E-02,014,2011-09-27
247,5112285,0,572,0,4.73E-06,8.89E-03,014,2011-09-27
27,10445069,0,1169,0,4.09E-06,1.35E-02,014,2011-09-27
34,8082020,0,878,0,4.67E-06,1.08E-02,014,2011-09-27
193,12568744,0,1311,0,4.63E-06,1.36E-02,014,2011-09-27
243,6212581,0,643,0,4.75E-06,9.34E-03,014,2011-09-27
42,12575285,0,1375,0,4.43E-06,1.50E-02,014,2011-09-27
106,12577858,0,1201,0,5.91E-06,1.53E-02,014,2011-09-27
167,10226138,0,1084,0,4.10E-06,1.44E-02,014,2011-09-27
67,5170398,0,536,0,4.22E-06,8.79E-03,014,2011-09-27
36,12582831,80942,1412,8,4.10E-06,1.52E-02,014,2011-09-27
9,12577573,0,1390,0,4.43E-06,1.56E-02,014,2011-09-27
212,12578020,0,1151,0,3.99E-06,1.14E-02,014,2011-09-27
144,12573060,0,939,0,3.98E-06,1.09E-02,014,2011-09-27
87,12573514,0,1183,0,4.30E-06,1.54E-02,014,2011-09-27
85,4552595,0,386,0,4.03E-06,8.48E-03,014,2011-09-27
19,12578795,0,1267,0,3.71E-06,1.31E-02,014,2011-09-27
60,12573119,0,1192,0,4.21E-06,1.31E-02,014,2011-09-27
92,12576767,0,1353,0,3.97E-06,1.66E-02,014,2011-09-27
140,7413151,0,784,0,3.78E-06,9.22E-03,014,2011-09-27
19,12578349,0,1341,0,3.71E-06,1.44E-02,014,2011-09-27
61,12582607,0,1220,0,4.99E-06,1.33E-02,014,2011-09-27
108,4433760,34566,386,3,3.97E-06,6.41E-03,014,2011-09-27
117,10308954,0,952,0,3.59E-06,1.24E-02,014,2011-09-27
57,5060324,0,504,0,3.91E-06,6.47E-03,014,2011-09-27
135,12578678,0,1308,0,3.76E-06,1.38E-02,014,2011-09-27
206,12578705,0,1200,0,4.15E-06,1.26E-02,014,2011-09-27
187,12580065,0,1408,0,3.80E-06,1.99E-02,014,2011-09-27
155,6647068,0,744,0,3.93E-06,9.12E-03,014,2011-09-27
110,7634810,0,844,0,3.74E-06,1.12E-02,014,2011-09-27
175,12570625,0,1394,0,3.81E-06,1.71E-02,014,2011-09-27
238,11826645,0,1181,0,4.07E-06,1.52E-02,014,2011-09-27
178,12574892,0,1297,0,3.95E-06,1.62E-02,014,2011-09-27
153,12575436,0,1279,0,3.93E-06,1.43E-02,014,2011-09-27
39,6440939,0,713,0,4.02E-06,8.99E-03,014,2011-09-27
42,12573746,27824,1076,2,3.89E-06,1.28E-02,014,2011-09-27
51,12578123,0,1105,0,4.72E-06,1.24E-02,014,2011-09-27
173,12580614,0,1276,0,4.36E-06,1.56E-02,014,2011-09-27
32,12582675,0,1317,0,5.40E-06,1.49E-02,014,2011-09-27
20,10377911,0,1126,0,4.43E-06,1.27E-02,014,2011-09-27
167,6459258,0,692,0,4.30E-06,9.45E-03,014,2011-09-27
152,12582676,0,1096,0,4.56E-06,1.21E-02,014,2011-09-27
85,12574619,0,1340,0,6.27E-06,1.75E-02,014,2011-09-27
25,11784277,0,1155,0,4.75E-06,3.30E-02,014,2011-09-27
243,12575429,0,1259,0,7.71E-06,1.69E-02,014,2011-09-27
115,11668303,0,1324,0,4.52E-06,1.74E-02,014,2011-09-27
51,6821025,16384,785,1,4.40E-06,9.32E-03,014,2011-09-27
99,11876187,0,1350,0,5.47E-06,1.88E-02,014,2011-09-27
116,8596056,0,991,0,4.65E-06,1.34E-02,014,2011-09-27
19,9553728,0,1144,0,4.74E-06,1.23E-02,014,2011-09-27
19,12574573,0,1374,0,4.41E-06,1.46E-02,014,2011-09-27
13,6418514,0,709,0,5.45E-06,8.37E-03,014,2011-09-27
92,11013713,0,1197,0,3.98E-06,1.56E-02,014,2011-09-27
19,12579226,0,1361,0,4.62E-06,1.41E-02,014,2011-09-27
94,6260473,0,597,0,4.09E-06,8.53E-03,014,2011-09-27
148,8317431,0,868,0,4.37E-06,9.81E-03,014,2011-09-27
163,12572762,0,1169,0,4.93E-06,1.58E-02,014,2011-09-27
202,12578529,0,1333,0,4.43E-06,1.34E-02,014,2011-09-27
203,8410361,0,868,0,4.65E-06,9.49E-03,014,2011-09-27
163,9482894,39062,1007,3,4.33E-06,1.50E-02,014,2011-09-27
252,12579220,0,1429,0,1.16E-05,1.91E-02,014,2011-09-27
34,6587707,0,693,0,4.79E-06,8.61E-03,014,2011-09-27
197,4776484,0,468,0,4.28E-06,5.78E-03,014,2011-09-27
243,12580760,0,1071,0,1.53E-05,1.39E-02,014,2011-09-27
139,10884701,0,1232,0,5.23E-06,1.33E-02,014,2011-09-27
22,11901509,0,1166,0,5.39E-06,1.35E-02,014,2011-09-27
90,12573324,0,1304,0,4.53E-06,1.72E-02,014,2011-09-27
110,12506302,0,1415,0,4.96E-06,1.87E-02,014,2011-09-27
15,7609115,0,778,0,6.42E-06,2.59E-02,014,2011-09-27
12,7457732,0,830,0,4.30E-06,9.14E-03,014,2011-09-27
152,12579663,0,1404,0,4.68E-06,1.50E-02,014,2011-09-27
139,10740660,0,1059,0,4.81E-06,1.14E-02,014,2011-09-27
1,6308415,0,636,0,4.81E-06,7.72E-03,014,2011-09-27
146,12579192,16384,1042,1,4.46E-06,1.17E-02,014,2011-09-27
17,12577303,0,1106,0,4.99E-06,1.25E-02,014,2011-09-27
54,5428200,0,453,0,4.57E-06,6.49E-03,014,2011-09-27
229,5532973,0,561,0,4.26E-06,8.86E-03,014,2011-09-27
1,12577702,0,1360,0,4.39E-06,1.43E-02,014,2011-09-27
253,12568915,0,1248,0,4.75E-06,1.60E-02,014,2011-09-27
252,12582873,0,1359,0,8.25E-06,1.77E-02,014,2011-09-27
168,12582609,0,1173,0,8.25E-06,1.57E-02,014,2011-09-27
69,12577922,0,1141,0,6.73E-06,1.50E-02,014,2011-09-27
101,12581929,0,1110,0,6.10E-06,1.53E-02,014,2011-09-27
74,9138128,0,890,0,4.89E-06,1.15E-02,014,2011-09-27
226,12568082,0,889,0,5.16E-06,1.21E-02,014,2011-09-27
180,12573933,30974,888,3,4.86E-06,1.23E-02,014,2011-09-27
148,12572334,0,1163,0,4.36E-06,1.26E-02,014,2011-09-27
180,12580434,0,1237,0,4.69E-06,1.58E-02,014,2011-09-27
81,12580962,16384,1209,1,4.44E-06,2.01E-02,014,2011-09-27
54,12572907,0,769,0,5.73E-06,9.94E-03,014,2011-09-27
72,12582912,0,768,0,5.63E-06,1.06E-02,014,2011-09-27
173,12582912,0,768,0,4.09E-06,1.07E-02,014,2011-09-27
252,12581123,0,768,0,4.07E-06,1.06E-02,014,2011-09-27
234,12582912,0,768,0,3.88E-06,9.97E-03,014,2011-09-27
186,12582912,0,768,0,3.85E-06,1.04E-02,014,2011-09-27
186,12582912,0,768,0,3.87E-06,1.02E-02,014,2011-09-27
210,12582912,0,768,0,3.85E-06,9.46E-03,014,2011-09-27
234,12582912,0,768,0,3.87E-06,1.02E-02,014,2011-09-27
102,12582912,0,768,0,4.13E-06,1.02E-02,014,2011-09-27
186,12582912,0,768,0,4.05E-06,9.92E-03,014,2011-09-27
210,12582912,0,768,0,4.02E-06,8.00E-03,014,2011-09-27
210,12582912,0,768,0,4.06E-06,8.36E-03,014,2011-09-27
210,12582912,0,768,0,4.83E-06,9.39E-03,014,2011-09-27
102,12582912,0,768,0,4.28E-06,1.09E-02,014,2011-09-27
186,12581867,0,768,0,4.06E-06,1.12E-02,014,2011-09-27
28,12582912,0,768,0,4.11E-06,9.40E-03,014,2011-09-27
15,12582912,0,768,0,6.13E-06,8.71E-03,014,2011-09-27
121,12582912,0,768,0,4.41E-06,1.12E-02,014,2011-09-27
121,12582912,0,768,0,5.67E-06,1.19E-02,014,2011-09-27
185,12570658,0,768,0,8.36E-06,3.38E-02,014,2011-09-27
79,12582912,0,768,0,1.43E-05,1.37E-02,014,2011-09-27
72,12582912,0,768,0,8.30E-06,1.10E-02,014,2011-09-27
9,12582912,0,768,0,5.39E-06,1.01E-02,014,2011-09-27
173,12582912,0,768,0,5.52E-06,1.13E-02,014,2011-09-27
254,12582912,0,768,0,5.35E-06,1.16E-02,014,2011-09-27
35,12582912,0,768,0,5.33E-06,9.96E-03,014,2011-09-27
252,12582912,0,768,0,5.12E-06,1.05E-02,014,2011-09-27
254,12582912,0,768,0,5.91E-06,1.05E-02,014,2011-09-27
72,12582912,0,768,0,4.62E-06,1.31E-02,014,2011-09-27
9,12582912,0,768,0,4.42E-06,9.78E-03,014,2011-09-27
79,12582912,0,768,0,4.02E-06,1.05E-02,014,2011-09-27
72,12582912,0,768,0,4.27E-06,1.02E-02,014,2011-09-27
9,12582912,0,768,0,5.31E-06,9.89E-03,014,2011-09-27
79,12582912,0,768,0,4.18E-06,1.06E-02,014,2011-09-27
173,12582912,0,768,0,5.05E-06,1.08E-02,014,2011-09-27
254,12582912,0,768,0,4.35E-06,1.03E-02,014,2011-09-27
252,12582912,0,768,0,4.25E-06,1.03E-02,014,2011-09-27
72,12582912,0,768,0,4.41E-06,1.13E-02,014,2011-09-27
35,12582912,0,768,0,4.94E-06,9.85E-03,014,2011-09-27
72,12582912,0,768,0,4.58E-06,1.06E-02,014,2011-09-27
9,12570340,0,768,0,4.18E-06,9.48E-03,014,2011-09-27
79,12582912,0,768,0,4.20E-06,1.13E-02,014,2011-09-27
72,12582912,0,768,0,4.01E-06,1.16E-02,014,2011-09-27
35,12582912,0,768,0,4.10E-06,9.47E-03,014,2011-09-27
173,12582912,0,768,0,4.77E-06,1.12E-02,014,2011-09-27
9,12582912,0,768,0,4.40E-06,9.49E-03,014,2011-09-27
9,12582912,0,768,0,8.28E-06,8.99E-03,014,2011-09-27
35,12582912,0,768,0,3.94E-06,9.25E-03,014,2011-09-27
173,12582912,0,768,0,4.28E-06,1.05E-02,014,2011-09-27
254,12582912,0,768,0,4.42E-06,1.09E-02,014,2011-09-27
252,12582912,0,768,0,4.68E-06,1.05E-02,014,2011-09-27
72,12572377,103455,1141,9,4.13E-06,1.52E-02,014,2011-09-27
187,12567930,427386,790,49,4.18E-06,1.33E-02,014,2011-09-27
121,12574928,0,898,0,4.08E-06,1.24E-02,014,2011-09-27
138,10986835,0,1110,0,4.31E-06,1.32E-02,014,2011-09-27
53,12566831,16384,1062,1,4.28E-06,1.23E-02,014,2011-09-27
204,12571255,28718,1485,3,4.18E-06,1.52E-02,014,2011-09-27
26,12571727,41424,949,4,4.23E-06,1.25E-02,014,2011-09-27
17,12571033,37196,1213,3,3.67E-06,1.36E-02,014,2011-09-27
230,12581194,28834,1047,3,3.98E-06,1.98E-02,014,2011-09-27
87,12570533,36773,769,4,4.18E-06,1.22E-02,014,2011-09-27
15,12576973,0,780,0,3.84E-06,9.67E-03,014,2011-09-27
234,12577629,16384,769,1,4.32E-06,1.08E-02,014,2011-09-27
72,12568857,0,772,0,4.09E-06,1.12E-02,014,2011-09-27
136,12582912,0,768,0,3.93E-06,9.60E-03,014,2011-09-27
57,12582912,0,768,0,3.80E-06,9.60E-03,014,2011-09-27
79,12582912,0,768,0,3.96E-06,1.00E-02,014,2011-09-27
136,12582912,0,768,0,4.02E-06,9.24E-03,014,2011-09-27
57,12582912,0,768,0,4.01E-06,9.18E-03,014,2011-09-27
79,12574720,0,825,0,4.09E-06,1.06E-02,014,2011-09-27
136,12568720,16384,768,1,4.17E-06,9.25E-03,014,2011-09-27
27,12581968,0,946,0,4.23E-06,1.12E-02,014,2011-09-27
212,12570853,0,768,0,3.84E-06,8.71E-03,014,2011-09-27
28,12570013,0,769,0,4.34E-06,1.02E-02,014,2011-09-27
210,12579993,0,768,0,3.97E-06,7.45E-03,014,2011-09-27
79,12572677,0,809,0,4.10E-06,1.07E-02,014,2011-09-27
136,12580468,0,771,0,4.06E-06,9.73E-03,014,2011-09-27
79,7598847,0,466,0,4.82E-06,6.91E-03,014,2011-09-27
165,12570943,0,770,0,3.98E-06,1.04E-02,014,2011-09-27
45,12579363,0,1105,0,4.24E-06,1.30E-02,014,2011-09-27
28,12569091,0,771,0,4.29E-06,9.33E-03,014,2011-09-27
79,12582912,0,768,0,4.04E-06,1.03E-02,014,2011-09-27
212,12580517,0,770,0,3.96E-06,7.25E-03,014,2011-09-27
161,12582912,0,768,0,3.99E-06,1.06E-02,014,2011-09-27
164,12582912,0,768,0,4.30E-06,1.08E-02,014,2011-09-27
121,12582912,0,768,0,4.23E-06,1.25E-02,014,2011-09-27
164,12582912,0,768,0,4.31E-06,1.08E-02,014,2011-09-27
164,12582912,0,768,0,5.16E-06,1.03E-02,014,2011-09-27
15,12582912,0,768,0,4.20E-06,8.72E-03,014,2011-09-27
124,12576013,0,963,0,4.06E-06,1.26E-02,014,2011-09-27
102,12570583,0,774,0,4.21E-06,1.03E-02,014,2011-09-27
124,12567840,0,772,0,4.11E-06,1.01E-02,014,2011-09-27
121,12567006,0,771,0,3.67E-06,1.06E-02,014,2011-09-27
35,12582912,0,768,0,7.90E-06,1.00E-02,014,2011-09-27
254,12582659,0,774,0,7.30E-06,1.08E-02,014,2011-09-27
205,12568312,0,806,0,4.17E-06,7.32E-03,014,2011-09-27
