,,,,,,,,SIMULATOR_DOMAINS:1
,,,,,,,,,SIMULATOR_REGION_SIZE:4
,,,,,,,,,SIMULATOR_RUN_NAME:ex0-run1
,,,,,,,,,SIMULATOR_ROUTING:FIRST_FINGERPRINT_7
,,,,,,,,,SIMULATOR_REGION_ALGO:FIXED-SIZE
,,,,,,,,,SIMULATOR_TRACES_LISTS:fslhomes_2011-8kb-only_018,fslhomes_2012-8kb-only_018
,,,,,,,,,SIMULATOR_BACKEND_IPS:10.129.2.229
,,,,,,,,,SIMULATOR_MODE:RUN
,,,,,,,,,START_TIME:1637860767.5405798
,,,,,,,,,STOP_TIME:1637860979.346686
domain, region bytes, non-dupe bytes, region fp count, non-dupe fp count, route time, response time, user, hash date
0,4193077,0,272,0,3.74E-06,4.90E-03,018,2012-01-14
0,4180147,0,357,0,4.05E-06,5.63E-03,018,2012-01-14
0,4184209,0,354,0,3.99E-06,6.00E-03,018,2012-01-14
0,4188334,0,347,0,4.04E-06,7.92E-03,018,2012-01-14
0,4193996,0,387,0,3.92E-06,7.50E-03,018,2012-01-14
0,4189847,0,305,0,4.14E-06,5.69E-03,018,2012-01-14
0,4183935,0,264,0,3.82E-06,5.05E-03,018,2012-01-14
0,4188895,0,354,0,4.24E-06,5.89E-03,018,2012-01-14
0,4191008,0,300,0,3.96E-06,5.35E-03,018,2012-01-14
0,4192249,0,280,0,3.91E-06,5.04E-03,018,2012-01-14
0,4184912,0,279,0,3.77E-06,4.95E-03,018,2012-01-14
0,4184703,0,306,0,3.91E-06,5.28E-03,018,2012-01-14
0,4184120,0,275,0,3.90E-06,5.01E-03,018,2012-01-14
0,4184221,25607,364,5,4.09E-06,6.32E-03,018,2012-01-14
0,4194056,16384,446,1,3.90E-06,7.00E-03,018,2012-01-14
0,4192525,26258,1046,3,4.22E-06,3.85E-02,018,2012-01-14
0,4191381,298322,1157,97,9.42E-06,1.98E-02,018,2012-01-14
0,4189641,0,466,0,4.84E-06,7.53E-03,018,2012-01-14
0,4178779,0,492,0,4.41E-06,7.37E-03,018,2012-01-14
0,4186749,0,472,0,4.19E-06,7.40E-03,018,2012-01-14
0,4182492,0,481,0,4.10E-06,7.24E-03,018,2012-01-14
0,4191690,0,471,0,4.16E-06,8.75E-03,018,2012-01-14
0,4189936,677384,496,94,4.62E-06,1.05E-02,018,2012-01-14
0,4193553,160898,909,30,4.28E-06,1.34E-02,018,2012-01-14
0,4192623,351939,796,69,4.75E-06,1.29E-02,018,2012-01-14
0,4185840,136001,812,38,4.66E-06,1.22E-02,018,2012-01-14
0,4178834,151083,858,31,5.18E-06,1.23E-02,018,2012-01-14
0,4184849,104011,816,27,6.96E-06,1.21E-02,018,2012-01-14
0,4188737,185613,652,32,5.53E-06,9.92E-03,018,2012-01-14
0,4188513,0,579,0,4.83E-06,8.62E-03,018,2012-01-14
0,4182923,0,554,0,6.30E-06,8.45E-03,018,2012-01-14
0,4190677,0,577,0,4.20E-06,8.27E-03,018,2012-01-14
0,4194013,0,542,0,4.27E-06,7.85E-03,018,2012-01-14
0,4193465,0,597,0,5.91E-06,8.51E-03,018,2012-01-14
0,4188950,0,600,0,4.24E-06,8.62E-03,018,2012-01-14
0,4188713,0,595,0,4.34E-06,8.71E-03,018,2012-01-14
0,4190981,0,587,0,4.28E-06,8.57E-03,018,2012-01-14
0,4193706,0,620,0,4.28E-06,8.77E-03,018,2012-01-14
0,4181089,0,630,0,4.26E-06,8.69E-03,018,2012-01-14
0,4191295,341643,601,49,4.53E-06,1.02E-02,018,2012-01-14
0,4185883,1540965,623,228,4.22E-06,1.84E-02,018,2012-01-14
0,4186538,0,631,0,4.28E-06,9.09E-03,018,2012-01-14
0,4194155,0,624,0,4.04E-06,9.22E-03,018,2012-01-14
0,4193467,0,523,0,1.56E-05,8.21E-03,018,2012-01-14
0,4189862,0,493,0,4.62E-06,7.52E-03,018,2012-01-14
0,4188832,0,495,0,4.25E-06,7.48E-03,018,2012-01-14
0,4189294,0,517,0,4.40E-06,7.91E-03,018,2012-01-14
0,4191885,0,615,0,4.05E-06,9.01E-03,018,2012-01-14
0,4184407,0,550,0,5.23E-06,8.24E-03,018,2012-01-14
0,4185799,0,491,0,4.36E-06,7.39E-03,018,2012-01-14
0,4190881,0,588,0,4.55E-06,8.43E-03,018,2012-01-14
0,4191743,0,544,0,4.45E-06,7.96E-03,018,2012-01-14
0,4191292,531673,516,77,4.38E-06,1.02E-02,018,2012-01-14
0,4183560,488169,555,70,4.21E-06,1.00E-02,018,2012-01-14
0,4192381,0,800,0,4.34E-06,1.06E-02,018,2012-01-14
0,4190607,0,532,0,4.67E-06,7.78E-03,018,2012-01-14
0,4193868,0,500,0,4.36E-06,7.33E-03,018,2012-01-14
0,4193281,0,584,0,4.35E-06,8.45E-03,018,2012-01-14
0,4193296,0,636,0,4.47E-06,8.95E-03,018,2012-01-14
0,4194035,0,534,0,4.44E-06,7.65E-03,018,2012-01-14
0,4194242,0,654,0,4.34E-06,9.38E-03,018,2012-01-14
0,4191465,0,765,0,7.84E-06,1.15E-02,018,2012-01-14
0,4153872,100565,670,13,7.52E-06,2.82E-02,018,2012-01-14
0,4192677,0,608,0,8.30E-06,1.11E-02,018,2012-01-15
0,4181956,0,464,0,4.58E-06,7.51E-03,018,2012-01-15
0,4194057,0,415,0,4.19E-06,6.50E-03,018,2012-01-15
0,4186083,0,962,0,4.33E-06,1.31E-02,018,2012-01-15
0,4183810,0,504,0,4.49E-06,7.93E-03,018,2012-01-15
0,4186151,0,436,0,4.10E-06,7.15E-03,018,2012-01-15
0,4187186,0,405,0,4.37E-06,6.72E-03,018,2012-01-15
0,4184082,0,437,0,4.04E-06,6.78E-03,018,2012-01-15
0,4192799,0,428,0,4.33E-06,6.60E-03,018,2012-01-15
0,4186803,0,439,0,3.96E-06,6.83E-03,018,2012-01-15
0,4189373,0,436,0,4.25E-06,6.48E-03,018,2012-01-15
0,4190355,0,432,0,4.23E-06,6.84E-03,018,2012-01-15
0,4184099,0,442,0,4.20E-06,6.83E-03,018,2012-01-15
0,4193678,0,533,0,4.11E-06,7.79E-03,018,2012-01-15
0,4193691,0,540,0,4.74E-06,7.81E-03,018,2012-01-15
0,4190399,0,548,0,4.44E-06,7.82E-03,018,2012-01-15
0,4188271,0,525,0,4.13E-06,7.54E-03,018,2012-01-15
0,4191478,0,452,0,4.18E-06,7.03E-03,018,2012-01-15
0,4189475,0,461,0,4.04E-06,6.94E-03,018,2012-01-15
0,4190523,0,448,0,4.01E-06,6.72E-03,018,2012-01-15
0,4190068,0,471,0,4.19E-06,7.31E-03,018,2012-01-15
0,4193214,0,443,0,4.04E-06,6.73E-03,018,2012-01-15
0,4187150,0,465,0,4.20E-06,7.28E-03,018,2012-01-15
0,4181077,0,432,0,4.15E-06,6.95E-03,018,2012-01-15
0,4191142,0,451,0,4.12E-06,7.02E-03,018,2012-01-15
0,4189428,0,460,0,4.03E-06,7.19E-03,018,2012-01-15
0,4191583,0,508,0,4.31E-06,7.76E-03,018,2012-01-15
0,4182527,0,551,0,4.23E-06,8.00E-03,018,2012-01-15
0,4190692,0,476,0,5.25E-06,7.20E-03,018,2012-01-15
0,4193604,0,473,0,4.60E-06,9.78E-03,018,2012-01-15
0,4188240,0,446,0,4.94E-06,7.66E-03,018,2012-01-15
0,4191693,0,489,0,5.03E-06,9.47E-03,018,2012-01-15
0,4192382,0,460,0,6.00E-06,7.78E-03,018,2012-01-15
0,4188565,0,478,0,4.00E-06,7.53E-03,018,2012-01-15
0,4185305,0,470,0,4.27E-06,7.39E-03,018,2012-01-15
0,4193769,0,506,0,4.08E-06,7.88E-03,018,2012-01-15
0,4193617,0,493,0,4.09E-06,7.67E-03,018,2012-01-15
0,4182521,0,491,0,3.97E-06,7.59E-03,018,2012-01-15
0,4191254,0,470,0,4.25E-06,6.97E-03,018,2012-01-15
0,4185664,0,498,0,4.30E-06,7.70E-03,018,2012-01-15
0,4187657,0,486,0,4.30E-06,7.45E-03,018,2012-01-15
0,4185891,0,468,0,4.17E-06,7.00E-03,018,2012-01-15
0,4193065,0,464,0,4.45E-06,7.20E-03,018,2012-01-15
0,4186038,0,506,0,4.99E-06,7.82E-03,018,2012-01-15
0,4191074,0,486,0,4.12E-06,7.47E-03,018,2012-01-15
0,4189246,0,469,0,4.27E-06,7.11E-03,018,2012-01-15
0,4193752,0,391,0,4.16E-06,6.29E-03,018,2012-01-15
0,4187855,0,442,0,4.12E-06,6.92E-03,018,2012-01-15
0,4182262,0,498,0,5.00E-06,7.40E-03,018,2012-01-15
0,4187444,0,485,0,4.42E-06,7.61E-03,018,2012-01-15
0,4193535,0,485,0,4.55E-06,7.68E-03,018,2012-01-15
0,4188738,0,493,0,4.32E-06,7.54E-03,018,2012-01-15
0,4191976,0,924,0,4.50E-06,1.26E-02,018,2012-01-15
0,4186835,0,676,0,4.63E-06,9.71E-03,018,2012-01-15
0,4188307,0,466,0,4.60E-06,7.24E-03,018,2012-01-15
0,4194207,0,450,0,4.33E-06,7.14E-03,018,2012-01-15
0,4178431,0,486,0,4.11E-06,7.31E-03,018,2012-01-15
0,4193210,0,482,0,4.66E-06,7.65E-03,018,2012-01-15
0,4178681,0,479,0,4.48E-06,7.46E-03,018,2012-01-15
0,4191930,0,464,0,4.23E-06,7.44E-03,018,2012-01-15
0,4185610,0,457,0,4.23E-06,7.09E-03,018,2012-01-15
0,4186332,0,344,0,4.10E-06,5.68E-03,018,2012-01-15
0,4191298,0,283,0,4.01E-06,5.05E-03,018,2012-01-15
0,4183293,0,264,0,3.84E-06,4.80E-03,018,2012-01-15
0,4193222,0,394,0,3.84E-06,6.24E-03,018,2012-01-15
0,4181791,0,411,0,4.12E-06,6.50E-03,018,2012-01-15
0,4186149,0,459,0,4.31E-06,6.84E-03,018,2012-01-15
0,4183202,0,455,0,4.14E-06,6.94E-03,018,2012-01-15
0,4192041,0,423,0,4.20E-06,6.67E-03,018,2012-01-15
0,4185941,0,449,0,4.05E-06,7.01E-03,018,2012-01-15
0,4192466,0,564,0,4.09E-06,8.39E-03,018,2012-01-15
0,4189785,0,473,0,4.19E-06,7.18E-03,018,2012-01-15
0,4191015,0,424,0,4.29E-06,6.23E-03,018,2012-01-15
0,4191072,0,457,0,4.35E-06,6.97E-03,018,2012-01-15
0,4192284,0,436,0,4.29E-06,6.84E-03,018,2012-01-15
0,4194072,0,446,0,3.83E-06,6.66E-03,018,2012-01-15
0,4190791,0,497,0,4.05E-06,9.97E-03,018,2012-01-15
0,4191819,0,486,0,4.13E-06,7.74E-03,018,2012-01-15
0,4186426,0,484,0,4.16E-06,7.41E-03,018,2012-01-15
0,4186331,0,440,0,4.21E-06,6.82E-03,018,2012-01-15
0,4189626,0,416,0,4.22E-06,6.50E-03,018,2012-01-15
0,4189943,0,455,0,4.51E-06,7.30E-03,018,2012-01-15
0,4192502,0,458,0,4.28E-06,7.10E-03,018,2012-01-15
0,4193129,0,414,0,3.92E-06,6.57E-03,018,2012-01-15
0,4193946,0,478,0,4.14E-06,7.45E-03,018,2012-01-15
0,4183815,0,447,0,4.49E-06,6.86E-03,018,2012-01-15
0,4187669,0,455,0,5.91E-06,7.07E-03,018,2012-01-15
0,4188088,0,485,0,3.99E-06,7.59E-03,018,2012-01-15
0,4180698,0,452,0,5.32E-06,6.90E-03,018,2012-01-15
0,4184941,0,454,0,4.32E-06,6.80E-03,018,2012-01-15
0,4185730,0,452,0,5.03E-06,6.83E-03,018,2012-01-15
0,4185350,0,423,0,4.11E-06,6.57E-03,018,2012-01-15
0,4189460,0,949,0,4.21E-06,1.28E-02,018,2012-01-15
0,4190495,0,1263,0,4.80E-06,1.58E-02,018,2012-01-15
0,4191925,0,590,0,4.34E-06,1.04E-02,018,2012-01-15
0,4187250,0,351,0,3.86E-06,5.86E-03,018,2012-01-15
0,4180378,0,597,0,4.17E-06,8.77E-03,018,2012-01-15
0,4192780,0,1110,0,4.38E-06,1.44E-02,018,2012-01-15
0,4184854,0,404,0,4.39E-06,6.55E-03,018,2012-01-15
0,4192148,0,724,0,4.20E-06,9.82E-03,018,2012-01-15
0,4189977,0,617,0,4.35E-06,9.17E-03,018,2012-01-15
0,4190759,0,686,0,4.47E-06,9.96E-03,018,2012-01-15
0,4186513,0,469,0,4.59E-06,7.10E-03,018,2012-01-15
0,4192005,0,371,0,4.10E-06,6.13E-03,018,2012-01-15
0,4183254,0,322,0,4.19E-06,5.55E-03,018,2012-01-15
0,4189194,0,306,0,3.85E-06,5.15E-03,018,2012-01-15
0,4190922,0,269,0,4.05E-06,4.91E-03,018,2012-01-15
0,4180818,0,316,0,3.84E-06,5.27E-03,018,2012-01-15
0,4192038,0,332,0,4.03E-06,5.60E-03,018,2012-01-15
0,4188809,0,440,0,3.93E-06,6.75E-03,018,2012-01-15
0,4194036,0,320,0,4.24E-06,5.36E-03,018,2012-01-15
0,4184856,0,329,0,4.37E-06,5.51E-03,018,2012-01-15
0,4182399,0,268,0,3.88E-06,4.62E-03,018,2012-01-15
0,4193077,0,272,0,3.78E-06,4.82E-03,018,2012-01-15
0,4180147,0,357,0,3.96E-06,5.84E-03,018,2012-01-15
0,4184209,0,354,0,4.06E-06,5.65E-03,018,2012-01-15
0,4188334,0,347,0,4.02E-06,5.74E-03,018,2012-01-15
0,4193996,0,387,0,3.84E-06,6.20E-03,018,2012-01-15
0,4189847,0,305,0,4.16E-06,5.31E-03,018,2012-01-15
0,4183935,0,264,0,4.00E-06,4.68E-03,018,2012-01-15
0,4188895,0,354,0,4.00E-06,5.90E-03,018,2012-01-15
0,4191008,0,300,0,4.04E-06,5.18E-03,018,2012-01-15
0,4192249,0,280,0,3.93E-06,4.94E-03,018,2012-01-15
0,4184912,0,279,0,3.82E-06,6.56E-03,018,2012-01-15
0,4184703,0,306,0,3.83E-06,5.83E-03,018,2012-01-15
0,4184120,0,275,0,3.82E-06,4.99E-03,018,2012-01-15
0,4184221,0,364,0,3.93E-06,5.95E-03,018,2012-01-15
0,4194056,0,446,0,4.09E-06,6.90E-03,018,2012-01-15
0,4192525,0,1046,0,4.11E-06,1.38E-02,018,2012-01-15
0,4191381,0,1157,0,4.75E-06,1.55E-02,018,2012-01-15
0,4189641,0,466,0,4.76E-06,7.35E-03,018,2012-01-15
0,4178779,0,492,0,4.22E-06,7.36E-03,018,2012-01-15
0,4186749,0,472,0,4.22E-06,7.13E-03,018,2012-01-15
0,4182492,0,481,0,4.16E-06,7.33E-03,018,2012-01-15
0,4191690,0,471,0,4.20E-06,7.13E-03,018,2012-01-15
0,4189936,0,496,0,4.15E-06,7.26E-03,018,2012-01-15
0,4193553,0,909,0,4.19E-06,1.19E-02,018,2012-01-15
0,4192623,0,796,0,5.20E-06,1.06E-02,018,2012-01-15
0,4185840,0,812,0,4.73E-06,1.07E-02,018,2012-01-15
0,4178834,0,858,0,4.66E-06,1.16E-02,018,2012-01-15
0,4184849,0,816,0,4.58E-06,1.11E-02,018,2012-01-15
0,4188737,0,652,0,4.72E-06,9.30E-03,018,2012-01-15
0,4188513,0,579,0,4.54E-06,8.41E-03,018,2012-01-15
0,4182923,0,554,0,4.60E-06,7.90E-03,018,2012-01-15
0,4190677,0,577,0,4.70E-06,8.26E-03,018,2012-01-15
0,4194013,0,542,0,4.48E-06,7.91E-03,018,2012-01-15
0,4193465,0,597,0,5.29E-06,8.65E-03,018,2012-01-15
0,4188950,0,600,0,4.91E-06,8.70E-03,018,2012-01-15
0,4188713,0,595,0,4.54E-06,8.66E-03,018,2012-01-15
0,4190981,0,587,0,4.79E-06,8.36E-03,018,2012-01-15
0,4193706,0,620,0,5.10E-06,8.59E-03,018,2012-01-15
0,4181089,0,630,0,4.53E-06,8.82E-03,018,2012-01-15
0,4191295,0,601,0,4.70E-06,8.84E-03,018,2012-01-15
0,4185883,0,623,0,5.42E-06,8.79E-03,018,2012-01-15
0,4186538,0,631,0,4.34E-06,8.83E-03,018,2012-01-15
0,4194155,0,624,0,4.53E-06,8.76E-03,018,2012-01-15
0,4193467,0,523,0,4.42E-06,7.49E-03,018,2012-01-15
0,4189862,0,493,0,4.49E-06,7.31E-03,018,2012-01-15
0,4188832,0,495,0,4.26E-06,7.40E-03,018,2012-01-15
0,4189294,0,517,0,4.27E-06,7.43E-03,018,2012-01-15
0,4191885,0,615,0,4.11E-06,1.01E-02,018,2012-01-15
0,4184407,0,550,0,4.28E-06,8.11E-03,018,2012-01-15
0,4185799,0,491,0,4.29E-06,7.31E-03,018,2012-01-15
0,4190881,0,588,0,4.51E-06,8.58E-03,018,2012-01-15
0,4191743,0,544,0,4.24E-06,7.95E-03,018,2012-01-15
0,4191292,0,516,0,4.40E-06,7.67E-03,018,2012-01-15
0,4183560,0,555,0,4.08E-06,8.20E-03,018,2012-01-15
0,4192381,0,800,0,4.30E-06,1.12E-02,018,2012-01-15
0,4190607,0,532,0,4.65E-06,7.93E-03,018,2012-01-15
0,4193868,0,500,0,4.40E-06,7.66E-03,018,2012-01-15
0,4193281,0,584,0,4.36E-06,8.37E-03,018,2012-01-15
0,4193296,0,636,0,4.52E-06,8.95E-03,018,2012-01-15
0,4194035,0,534,0,4.63E-06,7.72E-03,018,2012-01-15
0,4194242,0,654,0,4.47E-06,9.01E-03,018,2012-01-15
0,4191465,0,765,0,4.42E-06,1.03E-02,018,2012-01-15
0,4153872,0,670,0,4.87E-06,1.50E-02,018,2012-01-15
0,4192677,0,608,0,8.28E-06,1.07E-02,018,2012-01-17
0,4181956,0,464,0,4.15E-06,7.47E-03,018,2012-01-17
0,4194057,0,415,0,4.80E-06,7.08E-03,018,2012-01-17
0,4186083,0,962,0,4.39E-06,1.27E-02,018,2012-01-17
0,4183810,0,504,0,1.69E-05,7.77E-03,018,2012-01-17
0,4186151,0,436,0,4.50E-06,6.97E-03,018,2012-01-17
0,4187186,0,405,0,5.40E-06,6.39E-03,018,2012-01-17
0,4184082,0,437,0,3.93E-06,6.74E-03,018,2012-01-17
0,4192799,0,428,0,1.59E-05,6.77E-03,018,2012-01-17
0,4186803,0,439,0,3.92E-06,6.87E-03,018,2012-01-17
0,4189373,0,436,0,4.19E-06,6.89E-03,018,2012-01-17
0,4190355,0,432,0,8.57E-06,6.92E-03,018,2012-01-17
0,4184099,0,442,0,4.02E-06,6.95E-03,018,2012-01-17
0,4193678,0,533,0,3.87E-06,7.91E-03,018,2012-01-17
0,4193691,0,540,0,4.19E-06,8.07E-03,018,2012-01-17
0,4190399,0,548,0,4.30E-06,8.25E-03,018,2012-01-17
0,4188271,0,525,0,4.24E-06,7.75E-03,018,2012-01-17
0,4191478,0,452,0,4.04E-06,6.99E-03,018,2012-01-17
0,4189475,0,461,0,3.96E-06,7.02E-03,018,2012-01-17
0,4190523,0,448,0,3.93E-06,7.01E-03,018,2012-01-17
0,4190068,0,471,0,4.01E-06,7.24E-03,018,2012-01-17
0,4193214,0,443,0,3.85E-06,7.05E-03,018,2012-01-17
0,4187150,0,465,0,4.36E-06,7.34E-03,018,2012-01-17
0,4181077,0,432,0,3.96E-06,6.99E-03,018,2012-01-17
0,4191142,0,451,0,4.00E-06,7.12E-03,018,2012-01-17
0,4189428,0,460,0,3.89E-06,7.31E-03,018,2012-01-17
0,4191583,0,508,0,4.19E-06,7.69E-03,018,2012-01-17
0,4182527,0,551,0,3.89E-06,8.14E-03,018,2012-01-17
0,4190692,0,476,0,4.64E-06,7.47E-03,018,2012-01-17
0,4193604,0,473,0,3.78E-06,7.30E-03,018,2012-01-17
0,4188240,0,446,0,4.03E-06,6.82E-03,018,2012-01-17
0,4191693,0,489,0,4.00E-06,7.49E-03,018,2012-01-17
0,4192382,0,460,0,4.07E-06,7.02E-03,018,2012-01-17
0,4188565,0,478,0,3.82E-06,7.28E-03,018,2012-01-17
0,4185305,0,470,0,4.07E-06,6.96E-03,018,2012-01-17
0,4193769,0,506,0,3.89E-06,7.75E-03,018,2012-01-17
0,4193617,0,493,0,4.15E-06,7.58E-03,018,2012-01-17
0,4182521,0,491,0,4.15E-06,7.59E-03,018,2012-01-17
0,4191254,0,470,0,4.12E-06,7.22E-03,018,2012-01-17
0,4185664,0,498,0,4.15E-06,7.72E-03,018,2012-01-17
0,4187657,0,486,0,4.28E-06,7.48E-03,018,2012-01-17
0,4185891,0,468,0,4.07E-06,7.22E-03,018,2012-01-17
0,4193065,0,464,0,4.12E-06,7.08E-03,018,2012-01-17
0,4186038,0,506,0,4.15E-06,8.54E-03,018,2012-01-17
0,4191074,0,486,0,4.08E-06,7.64E-03,018,2012-01-17
0,4189246,0,469,0,4.10E-06,7.28E-03,018,2012-01-17
0,4193752,0,391,0,4.47E-06,6.42E-03,018,2012-01-17
0,4187855,0,442,0,3.78E-06,6.93E-03,018,2012-01-17
0,4182262,0,498,0,3.96E-06,7.87E-03,018,2012-01-17
0,4187444,0,485,0,4.06E-06,7.41E-03,018,2012-01-17
0,4193535,0,485,0,3.99E-06,7.43E-03,018,2012-01-17
0,4188738,0,493,0,3.80E-06,7.24E-03,018,2012-01-17
0,4191976,0,924,0,4.11E-06,1.20E-02,018,2012-01-17
0,4186835,0,676,0,4.99E-06,9.82E-03,018,2012-01-17
0,4188307,0,466,0,4.11E-06,7.28E-03,018,2012-01-17
0,4194207,0,450,0,3.59E-06,7.00E-03,018,2012-01-17
0,4178431,0,486,0,3.63E-06,7.47E-03,018,2012-01-17
0,4193210,0,482,0,3.70E-06,7.01E-03,018,2012-01-17
0,4178681,0,479,0,3.76E-06,7.12E-03,018,2012-01-17
0,4191930,0,464,0,3.95E-06,7.32E-03,018,2012-01-17
0,4185610,0,457,0,4.11E-06,7.80E-03,018,2012-01-17
0,4186332,0,344,0,4.10E-06,6.01E-03,018,2012-01-17
0,4191298,0,283,0,3.66E-06,5.07E-03,018,2012-01-17
0,4183293,0,264,0,3.80E-06,6.20E-03,018,2012-01-17
0,4193222,0,394,0,3.82E-06,6.36E-03,018,2012-01-17
0,4181791,0,411,0,3.86E-06,6.51E-03,018,2012-01-17
0,4186149,0,459,0,3.89E-06,7.19E-03,018,2012-01-17
0,4183202,0,455,0,3.90E-06,6.91E-03,018,2012-01-17
0,4192041,0,423,0,4.02E-06,6.86E-03,018,2012-01-17
0,4185941,0,449,0,4.17E-06,7.10E-03,018,2012-01-17
0,4192466,0,564,0,4.10E-06,8.23E-03,018,2012-01-17
0,4189785,0,473,0,4.33E-06,7.06E-03,018,2012-01-17
0,4191015,0,424,0,4.25E-06,6.71E-03,018,2012-01-17
0,4191072,0,457,0,3.82E-06,6.73E-03,018,2012-01-17
0,4192284,0,436,0,4.14E-06,6.83E-03,018,2012-01-17
0,4194072,0,446,0,3.83E-06,6.72E-03,018,2012-01-17
0,4190791,0,497,0,4.22E-06,7.43E-03,018,2012-01-17
0,4191819,0,486,0,3.88E-06,7.35E-03,018,2012-01-17
0,4186426,0,484,0,4.09E-06,7.32E-03,018,2012-01-17
0,4186331,0,440,0,7.10E-06,7.33E-03,018,2012-01-17
0,4189626,0,416,0,5.24E-06,6.77E-03,018,2012-01-17
0,4189943,0,455,0,4.18E-06,7.22E-03,018,2012-01-17
0,4192502,0,458,0,4.60E-06,7.27E-03,018,2012-01-17
0,4193129,0,414,0,4.88E-06,7.93E-03,018,2012-01-17
0,4193946,0,478,0,5.69E-06,1.74E-02,018,2012-01-17
0,4183815,0,447,0,8.38E-06,7.46E-03,018,2012-01-17
0,4187669,0,455,0,4.67E-06,6.77E-03,018,2012-01-17
0,4188088,0,485,0,4.32E-06,7.34E-03,018,2012-01-17
0,4180698,0,452,0,4.44E-06,7.04E-03,018,2012-01-17
0,4184941,0,454,0,4.41E-06,7.26E-03,018,2012-01-17
0,4185730,0,452,0,4.41E-06,8.43E-03,018,2012-01-17
0,4185350,0,423,0,4.44E-06,6.79E-03,018,2012-01-17
0,4189460,0,949,0,4.60E-06,1.30E-02,018,2012-01-17
0,4190495,0,1263,0,5.45E-06,2.14E-02,018,2012-01-17
0,4191925,0,590,0,4.68E-06,8.34E-03,018,2012-01-17
0,4187250,0,351,0,4.69E-06,5.51E-03,018,2012-01-17
0,4180378,0,597,0,4.17E-06,8.16E-03,018,2012-01-17
0,4192780,0,1110,0,4.53E-06,1.38E-02,018,2012-01-17
0,4184854,0,404,0,4.89E-06,6.91E-03,018,2012-01-17
0,4192148,0,724,0,5.12E-06,1.00E-02,018,2012-01-17
0,4189977,0,617,0,4.72E-06,8.72E-03,018,2012-01-17
0,4190759,0,686,0,4.75E-06,9.73E-03,018,2012-01-17
0,4186513,0,469,0,4.60E-06,6.87E-03,018,2012-01-17
0,4192005,0,371,0,5.43E-06,5.96E-03,018,2012-01-17
0,4183254,0,322,0,4.31E-06,6.80E-03,018,2012-01-17
0,4189194,0,306,0,4.14E-06,5.27E-03,018,2012-01-17
0,4190922,0,269,0,5.64E-06,4.83E-03,018,2012-01-17
0,4180818,0,316,0,4.31E-06,5.40E-03,018,2012-01-17
0,4192038,0,332,0,3.96E-06,5.49E-03,018,2012-01-17
0,4188809,0,440,0,4.01E-06,6.58E-03,018,2012-01-17
0,4194036,0,320,0,4.17E-06,5.45E-03,018,2012-01-17
0,4184856,0,329,0,4.52E-06,5.42E-03,018,2012-01-17
0,4182399,0,268,0,4.05E-06,4.67E-03,018,2012-01-17
0,4193077,0,272,0,3.72E-06,4.67E-03,018,2012-01-17
0,4180147,0,357,0,3.91E-06,5.58E-03,018,2012-01-17
0,4184209,0,354,0,4.07E-06,5.63E-03,018,2012-01-17
0,4188334,0,347,0,3.98E-06,5.48E-03,018,2012-01-17
0,4193996,0,387,0,3.99E-06,5.96E-03,018,2012-01-17
0,4189847,0,305,0,4.04E-06,5.17E-03,018,2012-01-17
0,4183935,0,264,0,4.02E-06,4.78E-03,018,2012-01-17
0,4188895,0,354,0,3.94E-06,5.73E-03,018,2012-01-17
0,4191008,0,300,0,3.99E-06,5.20E-03,018,2012-01-17
0,4192249,0,280,0,3.80E-06,5.25E-03,018,2012-01-17
0,4184912,0,279,0,3.76E-06,4.88E-03,018,2012-01-17
0,4184703,0,306,0,3.93E-06,5.18E-03,018,2012-01-17
0,4184120,0,275,0,3.82E-06,4.79E-03,018,2012-01-17
0,4184221,0,364,0,3.84E-06,6.03E-03,018,2012-01-17
0,4194056,0,446,0,4.09E-06,6.85E-03,018,2012-01-17
0,4192525,0,1046,0,5.14E-06,1.36E-02,018,2012-01-17
0,4191381,0,1157,0,1.04E-05,1.54E-02,018,2012-01-17
0,4189641,0,466,0,8.62E-06,7.46E-03,018,2012-01-17
0,4178779,0,492,0,4.10E-06,2.35E-02,018,2012-01-17
0,4186749,0,472,0,7.33E-06,7.48E-03,018,2012-01-17
0,4182492,0,481,0,5.20E-06,8.92E-03,018,2012-01-17
0,4191690,0,471,0,4.25E-06,7.21E-03,018,2012-01-17
0,4189936,0,496,0,4.43E-06,7.52E-03,018,2012-01-17
0,4193553,0,909,0,4.46E-06,1.24E-02,018,2012-01-17
0,4192623,0,796,0,5.13E-06,1.17E-02,018,2012-01-17
0,4185840,0,812,0,4.94E-06,1.13E-02,018,2012-01-17
0,4178834,0,858,0,4.48E-06,1.25E-02,018,2012-01-17
0,4184849,0,816,0,4.58E-06,1.13E-02,018,2012-01-17
0,4188737,0,652,0,4.93E-06,9.19E-03,018,2012-01-17
0,4188513,0,579,0,4.66E-06,8.38E-03,018,2012-01-17
0,4182923,0,554,0,4.55E-06,7.85E-03,018,2012-01-17
0,4190677,0,577,0,4.41E-06,8.24E-03,018,2012-01-17
0,4194013,0,542,0,4.88E-06,7.83E-03,018,2012-01-17
0,4193465,0,597,0,4.40E-06,8.56E-03,018,2012-01-17
0,4188950,0,600,0,4.26E-06,9.68E-03,018,2012-01-17
0,4188713,0,595,0,4.39E-06,8.58E-03,018,2012-01-17
