,,,,,,,,SIMULATOR_DOMAINS:1
,,,,,,,,,SIMULATOR_REGION_SIZE:4
,,,,,,,,,SIMULATOR_RUN_NAME:ex0-run1
,,,,,,,,,SIMULATOR_ROUTING:FIRST_FINGERPRINT_7
,,,,,,,,,SIMULATOR_REGION_ALGO:FIXED-SIZE
,,,,,,,,,SIMULATOR_TRACES_LISTS:fslhomes_2011-8kb-only_018,fslhomes_2012-8kb-only_018
,,,,,,,,,SIMULATOR_BACKEND_IPS:10.129.2.229
,,,,,,,,,SIMULATOR_MODE:RUN
,,,,,,,,,START_TIME:1637860767.5405798
,,,,,,,,,STOP_TIME:1637860979.346686
domain, region bytes, non-dupe bytes, region fp count, non-dupe fp count, route time, response time, user, hash date
0,4183773,2428350,561,420,1.10E-05,2.44E-02,018,2011-09-16
0,4178028,2518802,465,359,4.56E-06,1.73E-02,018,2011-09-16
0,4186964,2668075,489,388,4.26E-06,1.78E-02,018,2011-09-16
0,4188589,2682126,453,358,4.25E-06,1.70E-02,018,2011-09-16
0,4193540,2457189,438,325,3.88E-06,1.73E-02,018,2011-09-16
0,4193256,2452249,437,329,1.12E-05,1.86E-02,018,2011-09-16
0,4193916,2616418,450,351,5.69E-06,1.74E-02,018,2011-09-16
0,4190446,2536051,445,339,3.94E-06,1.72E-02,018,2011-09-16
0,4179453,2503853,462,356,8.10E-06,1.77E-02,018,2011-09-16
0,4191667,2370034,447,322,4.83E-06,1.69E-02,018,2011-09-16
0,4187732,2652128,443,346,4.93E-06,1.79E-02,018,2011-09-16
0,4190351,2770994,589,459,7.90E-06,2.54E-02,018,2011-09-16
0,4192723,2850538,467,381,6.59E-06,1.92E-02,018,2011-09-16
0,4189052,2938734,481,402,5.49E-06,1.92E-02,018,2011-09-16
0,4185694,1952976,434,253,4.75E-06,1.51E-02,018,2011-09-16
0,4192399,1047203,490,126,4.86E-06,1.27E-02,018,2011-09-16
0,4192412,1191892,473,137,4.80E-06,1.23E-02,018,2011-09-16
0,4190265,0,465,0,8.53E-06,8.60E-03,018,2011-09-16
0,4185748,0,481,0,4.70E-06,6.92E-03,018,2011-09-16
0,4182703,1563532,493,249,4.39E-06,1.43E-02,018,2011-09-16
0,4179347,2867091,496,401,6.48E-06,1.92E-02,018,2011-09-16
0,4189422,2790846,487,400,6.22E-06,1.87E-02,018,2011-09-16
0,4189879,1628624,477,230,4.85E-06,1.34E-02,018,2011-09-16
0,4185874,2016644,488,292,4.72E-06,1.56E-02,018,2011-09-16
0,4179971,1890937,499,279,4.44E-06,1.52E-02,018,2011-09-16
0,4191307,1686444,465,240,4.11E-06,1.39E-02,018,2011-09-16
0,4184379,1841912,462,246,4.27E-06,1.38E-02,018,2011-09-16
0,4193131,2579128,496,377,6.70E-06,1.80E-02,018,2011-09-16
0,4181311,2988507,495,420,4.50E-06,1.85E-02,018,2011-09-16
0,4192248,2750764,472,382,4.13E-06,1.94E-02,018,2011-09-16
0,4192476,1795057,386,236,4.33E-06,1.36E-02,018,2011-09-16
0,4181976,2656995,470,374,3.85E-06,1.82E-02,018,2011-09-16
0,4185895,2526262,475,372,4.14E-06,1.74E-02,018,2011-09-16
0,4187595,2511457,493,368,4.73E-06,1.86E-02,018,2011-09-16
0,4190539,2591417,475,368,5.17E-06,1.83E-02,018,2011-09-16
0,4179464,1956682,473,280,4.72E-06,1.59E-02,018,2011-09-16
0,4191885,3031035,920,704,4.47E-06,3.17E-02,018,2011-09-16
0,4189305,2126184,671,443,7.45E-06,2.25E-02,018,2011-09-16
0,4192266,1782844,558,308,4.89E-06,1.68E-02,018,2011-09-16
0,4193978,2728743,487,385,4.84E-06,1.92E-02,018,2011-09-16
0,4190195,2450561,455,346,5.60E-06,1.82E-02,018,2011-09-16
0,4190995,2771204,466,376,4.49E-06,2.05E-02,018,2011-09-16
0,4183125,2506375,445,342,4.19E-06,1.74E-02,018,2011-09-16
0,4193627,702783,316,100,4.54E-06,1.47E-02,018,2011-09-16
0,4186570,367538,278,42,4.81E-06,1.61E-02,018,2011-09-16
0,4193113,103480,265,9,3.81E-06,6.93E-03,018,2011-09-16
0,4184672,1671059,433,249,4.24E-06,1.40E-02,018,2011-09-16
0,4189764,1541876,402,213,4.42E-06,1.64E-02,018,2011-09-16
0,4182074,2277064,468,342,4.65E-06,1.81E-02,018,2011-09-16
0,4191700,1733826,440,258,4.19E-06,1.64E-02,018,2011-09-16
0,4192173,1850566,453,278,4.22E-06,1.66E-02,018,2011-09-16
0,4188989,1552895,448,231,4.28E-06,1.48E-02,018,2011-09-16
0,4190671,2748783,468,376,4.04E-06,1.82E-02,018,2011-09-16
0,4178525,2096694,422,291,4.44E-06,1.80E-02,018,2011-09-16
0,4192378,2840283,462,377,4.00E-06,1.81E-02,018,2011-09-16
0,4188721,2253727,436,305,4.04E-06,1.66E-02,018,2011-09-16
0,4189254,2422078,438,319,4.97E-06,1.69E-02,018,2011-09-16
0,4188036,1957582,499,275,4.43E-06,1.49E-02,018,2011-09-16
0,4180590,1687291,483,228,4.33E-06,1.42E-02,018,2011-09-16
0,4191214,2294873,487,305,4.31E-06,1.64E-02,018,2011-09-16
0,4188510,544211,360,98,7.76E-06,1.23E-02,018,2011-09-16
0,4185923,2530620,487,379,4.40E-06,1.90E-02,018,2011-09-16
0,4193630,2456097,448,324,7.00E-06,3.00E-02,018,2011-09-16
0,4185450,0,473,0,7.54E-06,7.07E-03,018,2011-09-16
0,4193237,443549,410,56,4.54E-06,7.86E-03,018,2011-09-16
0,4192689,2794263,470,380,4.16E-06,1.74E-02,018,2011-09-16
0,4190109,2483900,461,343,5.04E-06,1.77E-02,018,2011-09-16
0,4193273,1101390,457,150,1.08E-05,1.22E-02,018,2011-09-16
0,4190106,2798389,478,387,8.39E-06,2.94E-02,018,2011-09-16
0,4183169,2278105,430,307,1.09E-05,1.78E-02,018,2011-09-16
0,4182130,2199145,470,305,5.95E-06,1.58E-02,018,2011-09-16
0,4186330,2498978,438,333,5.81E-06,1.68E-02,018,2011-09-16
0,4185153,2498196,442,336,4.36E-06,1.92E-02,018,2011-09-16
0,4192100,3320166,1265,786,4.57E-06,4.04E-02,018,2011-09-16
0,4189636,2352926,1022,607,7.56E-06,3.18E-02,018,2011-09-16
0,4184411,1550064,413,233,1.00E-05,1.59E-02,018,2011-09-16
0,4191250,2503252,521,403,6.80E-06,2.05E-02,018,2011-09-16
0,4191731,2818287,959,729,4.85E-06,3.35E-02,018,2011-09-16
0,4192793,1840969,580,383,4.55E-06,2.00E-02,018,2011-09-16
0,4183930,2967792,699,491,4.59E-06,2.38E-02,018,2011-09-16
0,4189718,2513356,672,434,5.32E-06,2.29E-02,018,2011-09-16
0,4190614,2880604,688,494,5.88E-06,2.39E-02,018,2011-09-16
0,4183830,1709131,496,284,4.76E-06,1.87E-02,018,2011-09-16
0,4188309,734569,343,106,4.08E-06,2.97E-02,018,2011-09-16
0,4188724,1159054,348,149,3.89E-06,1.51E-02,018,2011-09-16
0,4183744,225733,305,27,4.33E-06,1.02E-02,018,2011-09-16
0,4188954,67169,274,7,3.92E-06,8.34E-03,018,2011-09-16
0,4185910,159807,302,20,3.90E-06,9.94E-03,018,2011-09-16
0,4186252,234692,348,37,3.93E-06,8.66E-03,018,2011-09-16
0,4191140,395071,444,94,4.99E-06,1.12E-02,018,2011-09-16
0,4180128,211872,271,24,3.96E-06,1.16E-02,018,2011-09-16
0,4186268,402348,343,62,3.76E-06,1.30E-02,018,2011-09-16
0,4185390,156702,301,21,3.91E-06,7.46E-03,018,2011-09-16
0,4189227,160690,267,16,3.90E-06,9.71E-03,018,2011-09-16
0,4191345,1182912,338,149,3.89E-06,1.23E-02,018,2011-09-16
0,4189583,238522,379,38,4.00E-06,7.69E-03,018,2011-09-16
0,4188693,58236,282,8,5.05E-06,5.26E-03,018,2011-09-16
0,4179053,572515,443,122,3.95E-06,1.50E-02,018,2011-09-16
0,4183814,306265,308,38,4.15E-06,1.26E-02,018,2011-09-16
0,4193234,255206,270,28,3.91E-06,1.12E-02,018,2011-09-16
0,4188023,757698,337,104,3.84E-06,1.33E-02,018,2011-09-16
0,4183256,274258,312,34,4.32E-06,1.26E-02,018,2011-09-16
0,4178818,271100,282,32,3.91E-06,1.17E-02,018,2011-09-16
0,4193110,274588,279,34,3.78E-06,1.14E-02,018,2011-09-16
0,4185740,232114,304,32,3.92E-06,1.35E-02,018,2011-09-16
0,4182842,274919,277,32,4.53E-06,1.14E-02,018,2011-09-16
0,4193146,317885,293,49,4.11E-06,1.24E-02,018,2011-09-16
0,1561316,807813,224,163,3.83E-06,9.02E-03,018,2011-09-16
0,4184782,672338,572,100,4.92E-06,1.21E-02,018,2011-09-17
0,4191562,1640394,419,223,4.23E-06,1.45E-02,018,2011-09-17
0,4183527,1248478,507,178,4.15E-06,1.22E-02,018,2011-09-17
0,4187056,2668206,468,364,4.29E-06,1.76E-02,018,2011-09-17
0,4189876,2394672,444,302,4.08E-06,1.58E-02,018,2011-09-17
0,4193920,1737323,439,209,4.15E-06,1.62E-02,018,2011-09-17
0,4184391,1901486,449,249,4.01E-06,1.52E-02,018,2011-09-17
0,4187477,1748081,453,219,4.32E-06,1.46E-02,018,2011-09-17
0,4185058,1976616,449,244,4.18E-06,1.41E-02,018,2011-09-17
0,4190489,1982825,458,249,4.33E-06,1.49E-02,018,2011-09-17
0,4193283,1189329,446,142,3.95E-06,1.18E-02,018,2011-09-17
0,4191740,1461808,450,178,4.12E-06,1.29E-02,018,2011-09-17
0,4178693,217801,591,33,4.20E-06,9.63E-03,018,2011-09-17
0,4185606,0,464,0,4.02E-06,6.86E-03,018,2011-09-17
0,4193110,0,489,0,4.18E-06,7.03E-03,018,2011-09-17
0,4191715,0,429,0,4.14E-06,2.45E-02,018,2011-09-17
0,4188575,0,485,0,4.31E-06,7.70E-03,018,2011-09-17
0,4192846,0,476,0,4.20E-06,6.88E-03,018,2011-09-17
0,4191240,0,465,0,4.05E-06,6.85E-03,018,2011-09-17
0,4189109,0,489,0,7.15E-06,8.99E-03,018,2011-09-17
0,4183578,0,486,0,8.00E-06,7.49E-03,018,2011-09-17
0,4193791,0,500,0,4.42E-06,7.47E-03,018,2011-09-17
0,4193223,0,480,0,4.98E-06,7.32E-03,018,2011-09-17
0,4192006,0,481,0,4.51E-06,9.00E-03,018,2011-09-17
0,4192836,0,487,0,4.80E-06,6.88E-03,018,2011-09-17
0,4190982,0,498,0,5.05E-06,7.06E-03,018,2011-09-17
0,4183985,0,474,0,5.28E-06,6.79E-03,018,2011-09-17
0,4184104,0,456,0,4.25E-06,6.89E-03,018,2011-09-17
0,4193110,0,482,0,4.31E-06,7.31E-03,018,2011-09-17
0,4186051,0,510,0,4.24E-06,7.50E-03,018,2011-09-17
0,4186202,0,480,0,4.88E-06,7.19E-03,018,2011-09-17
0,4186050,0,386,0,4.17E-06,6.57E-03,018,2011-09-17
0,4185147,0,473,0,4.20E-06,7.52E-03,018,2011-09-17
0,4192844,0,464,0,4.12E-06,7.02E-03,018,2011-09-17
0,4192361,0,495,0,4.37E-06,7.53E-03,018,2011-09-17
0,4183965,0,477,0,4.34E-06,7.17E-03,018,2011-09-17
0,4186173,0,459,0,4.27E-06,7.45E-03,018,2011-09-17
0,4188503,0,916,0,4.39E-06,1.30E-02,018,2011-09-17
0,4192021,0,680,0,5.44E-06,9.75E-03,018,2011-09-17
0,4182806,10366,567,6,4.53E-06,8.52E-03,018,2011-09-17
0,4189759,0,491,0,4.62E-06,7.28E-03,018,2011-09-17
0,4191102,0,450,0,6.54E-06,6.79E-03,018,2011-09-17
0,4192157,0,464,0,4.42E-06,6.89E-03,018,2011-09-17
0,4189878,0,451,0,4.39E-06,6.48E-03,018,2011-09-17
0,4189979,0,330,0,4.28E-06,5.41E-03,018,2011-09-17
0,4190111,0,280,0,4.04E-06,6.38E-03,018,2011-09-17
0,4193113,0,265,0,4.06E-06,5.76E-03,018,2011-09-17
0,4185971,0,407,0,4.00E-06,6.34E-03,018,2011-09-17
0,4179408,0,414,0,4.43E-06,6.43E-03,018,2011-09-17
0,4193756,0,462,0,4.11E-06,6.81E-03,018,2011-09-17
0,4191517,0,450,0,4.07E-06,6.75E-03,018,2011-09-17
0,4187760,0,446,0,4.61E-06,6.37E-03,018,2011-09-17
0,4192232,0,437,0,4.64E-06,6.56E-03,018,2011-09-17
0,4182879,0,478,0,4.35E-06,6.77E-03,018,2011-09-17
0,4192447,0,414,0,4.14E-06,6.10E-03,018,2011-09-17
0,4191625,0,472,0,4.22E-06,6.86E-03,018,2011-09-17
0,4191350,0,441,0,4.13E-06,6.60E-03,018,2011-09-17
0,4185494,0,433,0,4.33E-06,6.34E-03,018,2011-09-17
0,4180575,0,488,0,4.11E-06,7.00E-03,018,2011-09-17
0,4188240,0,484,0,4.22E-06,6.85E-03,018,2011-09-17
0,4186806,0,490,0,4.07E-06,6.90E-03,018,2011-09-17
0,4191660,0,381,0,4.19E-06,5.88E-03,018,2011-09-17
0,4187979,0,472,0,4.21E-06,6.80E-03,018,2011-09-17
0,4191330,0,450,0,5.13E-06,6.49E-03,018,2011-09-17
0,4184482,0,468,0,4.10E-06,6.72E-03,018,2011-09-17
0,4191347,0,419,0,4.15E-06,6.19E-03,018,2011-09-17
0,4187208,0,465,0,4.03E-06,6.74E-03,018,2011-09-17
0,4181433,0,460,0,4.34E-06,6.56E-03,018,2011-09-17
0,4190806,0,450,0,4.13E-06,6.66E-03,018,2011-09-17
0,4185418,0,480,0,4.49E-06,7.27E-03,018,2011-09-17
0,4190528,0,442,0,4.16E-06,6.84E-03,018,2011-09-17
0,4188916,0,463,0,1.24E-05,6.84E-03,018,2011-09-17
0,4188901,0,439,0,4.16E-06,6.61E-03,018,2011-09-17
0,4193508,0,442,0,5.12E-06,7.02E-03,018,2011-09-17
0,4194294,0,1182,0,4.30E-06,1.49E-02,018,2011-09-17
0,4187542,0,1055,0,4.68E-06,1.32E-02,018,2011-09-17
0,4192468,0,470,0,5.69E-06,7.25E-03,018,2011-09-17
0,4188224,0,512,0,4.36E-06,7.40E-03,018,2011-09-17
0,4192016,0,901,0,4.47E-06,1.13E-02,018,2011-09-17
0,4192828,539,629,2,4.68E-06,8.75E-03,018,2011-09-17
0,4192412,0,637,0,4.77E-06,8.83E-03,018,2011-09-17
0,4188326,0,740,0,4.42E-06,9.89E-03,018,2011-09-17
0,4192297,0,691,0,4.68E-06,9.23E-03,018,2011-09-17
0,4186196,0,511,0,4.68E-06,7.65E-03,018,2011-09-17
0,4184723,0,332,0,4.45E-06,5.43E-03,018,2011-09-17
0,4192478,0,349,0,4.04E-06,5.38E-03,018,2011-09-17
0,4187994,0,315,0,4.06E-06,5.31E-03,018,2011-09-17
0,4191180,0,274,0,3.95E-06,5.11E-03,018,2011-09-17
0,4184566,0,302,0,4.11E-06,4.97E-03,018,2011-09-17
0,4191222,0,348,0,4.00E-06,5.52E-03,018,2011-09-17
0,4182307,0,322,0,3.97E-06,5.23E-03,018,2011-09-17
0,4192005,0,389,0,3.99E-06,7.02E-03,018,2011-09-17
0,4192265,0,339,0,4.14E-06,5.47E-03,018,2011-09-17
0,4181358,0,310,0,4.16E-06,5.12E-03,018,2011-09-17
0,4189227,0,267,0,4.12E-06,4.56E-03,018,2011-09-17
0,4190197,0,337,0,3.93E-06,5.39E-03,018,2011-09-17
0,4188426,0,355,0,4.22E-06,5.61E-03,018,2011-09-17
0,4190685,0,291,0,4.07E-06,4.74E-03,018,2011-09-17
0,4191900,0,459,0,4.11E-06,6.82E-03,018,2011-09-17
0,4181829,0,307,0,4.13E-06,5.45E-03,018,2011-09-17
0,4184500,0,268,0,3.97E-06,4.63E-03,018,2011-09-17
0,4193165,0,338,0,3.86E-06,5.40E-03,018,2011-09-17
0,4178911,0,313,0,3.99E-06,5.35E-03,018,2011-09-17
0,4193251,0,283,0,3.83E-06,5.05E-03,018,2011-09-17
0,4190886,0,278,0,4.40E-06,4.93E-03,018,2011-09-17
0,4182516,0,304,0,3.83E-06,5.13E-03,018,2011-09-17
0,4187192,0,277,0,4.24E-06,4.78E-03,018,2011-09-17
0,4177929,0,268,0,3.85E-06,4.81E-03,018,2011-09-17
0,1891600,38781,272,10,4.05E-06,5.02E-03,018,2011-09-17
0,4191305,236280,564,41,6.66E-06,1.08E-02,018,2011-09-18
0,4179453,945958,414,111,4.58E-06,1.08E-02,018,2011-09-18
0,4180175,330357,431,42,4.52E-06,8.79E-03,018,2011-09-18
0,4189754,0,508,0,4.44E-06,7.42E-03,018,2011-09-18
0,4194117,2018769,495,283,4.25E-06,1.47E-02,018,2011-09-18
0,4187970,2139824,431,265,5.07E-06,1.50E-02,018,2011-09-18
0,4180707,1972852,446,241,4.21E-06,1.43E-02,018,2011-09-18
0,4191781,1693801,442,200,4.22E-06,1.35E-02,018,2011-09-18
0,4180894,1655043,439,210,4.06E-06,1.43E-02,018,2011-09-18
0,4187481,1643864,461,206,4.14E-06,1.38E-02,018,2011-09-18
0,4190949,1859169,446,234,4.46E-06,1.46E-02,018,2011-09-18
0,4185490,1288179,463,157,4.23E-06,1.25E-02,018,2011-09-18
0,4189707,912010,439,102,4.20E-06,1.01E-02,018,2011-09-18
0,4189222,450522,531,56,4.24E-06,1.26E-02,018,2011-09-18
0,4190473,0,512,0,4.65E-06,2.99E-02,018,2011-09-18
0,4194118,0,488,0,4.05E-06,7.27E-03,018,2011-09-18
0,4189229,0,444,0,4.49E-06,6.74E-03,018,2011-09-18
0,4193128,0,471,0,3.98E-06,6.96E-03,018,2011-09-18
0,4192837,0,485,0,4.30E-06,7.12E-03,018,2011-09-18
0,4185153,0,458,0,4.00E-06,6.73E-03,018,2011-09-18
0,4181643,0,488,0,4.14E-06,6.97E-03,018,2011-09-18
0,4192679,0,461,0,4.29E-06,6.85E-03,018,2011-09-18
0,4189692,0,505,0,4.00E-06,7.47E-03,018,2011-09-18
0,4183070,0,499,0,4.16E-06,7.08E-03,018,2011-09-18
0,4191594,0,490,0,5.03E-06,7.18E-03,018,2011-09-18
0,4190813,0,474,0,4.20E-06,6.74E-03,018,2011-09-18
0,4187781,0,506,0,4.12E-06,7.71E-03,018,2011-09-18
0,4193101,0,479,0,6.76E-06,7.22E-03,018,2011-09-18
0,4183597,0,462,0,4.13E-06,6.73E-03,018,2011-09-18
0,4189796,0,470,0,4.22E-06,6.71E-03,018,2011-09-18
0,4185759,0,513,0,4.32E-06,7.32E-03,018,2011-09-18
0,4181102,0,473,0,4.14E-06,7.01E-03,018,2011-09-18
0,4193752,0,444,0,4.15E-06,6.85E-03,018,2011-09-18
0,4189665,0,414,0,4.17E-06,6.49E-03,018,2011-09-18
0,4187928,0,452,0,4.13E-06,6.69E-03,018,2011-09-18
0,4188063,0,505,0,4.00E-06,7.43E-03,018,2011-09-18
0,4188168,0,464,0,4.35E-06,6.82E-03,018,2011-09-18
0,4183161,0,496,0,4.25E-06,7.19E-03,018,2011-09-18
0,4193019,0,686,0,4.28E-06,1.05E-02,018,2011-09-18
0,4189209,0,902,0,4.52E-06,1.32E-02,018,2011-09-18
0,4193441,11993,545,7,5.02E-06,1.05E-02,018,2011-09-18
0,4178850,0,470,0,5.39E-06,7.24E-03,018,2011-09-18
0,4193928,0,495,0,4.63E-06,7.44E-03,018,2011-09-18
0,4190736,0,464,0,1.15E-05,8.59E-03,018,2011-09-18
0,4184786,0,459,0,7.33E-06,6.76E-03,018,2011-09-18
0,4185345,0,388,0,4.20E-06,5.86E-03,018,2011-09-18
0,4186574,0,282,0,4.37E-06,4.65E-03,018,2011-09-18
0,4180032,0,264,0,4.12E-06,4.43E-03,018,2011-09-18
0,4193632,0,327,0,4.29E-06,5.18E-03,018,2011-09-18
0,4182871,0,451,0,5.61E-06,6.59E-03,018,2011-09-18
0,4177991,0,416,0,4.30E-06,6.25E-03,018,2011-09-18
0,4193326,0,478,0,4.05E-06,6.65E-03,018,2011-09-18
0,4193494,0,399,0,4.51E-06,6.22E-03,018,2011-09-18
0,4182135,0,478,0,4.34E-06,7.79E-03,018,2011-09-18
0,4191214,0,465,0,4.25E-06,6.66E-03,018,2011-09-18
0,4189849,0,428,0,4.19E-06,7.40E-03,018,2011-09-18
0,4180698,0,465,0,7.20E-06,7.14E-03,018,2011-09-18
0,4181837,0,449,0,4.27E-06,6.57E-03,018,2011-09-18
0,4181767,0,424,0,4.21E-06,6.27E-03,018,2011-09-18
0,4178875,0,466,0,3.90E-06,6.97E-03,018,2011-09-18
0,4190544,0,499,0,4.30E-06,9.97E-03,018,2011-09-18
0,4188559,0,478,0,4.58E-06,7.34E-03,018,2011-09-18
0,4182811,0,459,0,4.40E-06,6.94E-03,018,2011-09-18
0,4193039,0,409,0,4.23E-06,7.06E-03,018,2011-09-18
0,4188274,0,456,0,4.26E-06,6.80E-03,018,2011-09-18
0,4189796,0,455,0,4.46E-06,6.63E-03,018,2011-09-18
0,4183680,0,413,0,4.17E-06,6.33E-03,018,2011-09-18
0,4184757,0,484,0,4.47E-06,9.56E-03,018,2011-09-18
0,4193003,0,447,0,4.86E-06,7.54E-03,018,2011-09-18
0,4179575,0,454,0,4.34E-06,6.86E-03,018,2011-09-18
0,4188753,0,482,0,4.69E-06,7.49E-03,018,2011-09-18
0,4183489,0,455,0,4.17E-06,6.94E-03,018,2011-09-18
0,4182640,0,448,0,4.17E-06,6.78E-03,018,2011-09-18
0,4181753,0,454,0,4.17E-06,6.86E-03,018,2011-09-18
0,4181531,0,423,0,4.24E-06,6.39E-03,018,2011-09-18
0,4194297,0,971,0,9.00E-06,1.30E-02,018,2011-09-18
0,4193736,0,1247,0,1.04E-05,1.61E-02,018,2011-09-18
0,4192543,0,547,0,6.70E-06,7.92E-03,018,2011-09-18
0,4185658,0,405,0,6.19E-06,8.42E-03,018,2011-09-18
0,4188613,0,649,0,1.45E-05,9.26E-03,018,2011-09-18
0,4194054,0,977,0,4.80E-06,1.28E-02,018,2011-09-18
0,4185369,0,467,0,4.66E-06,7.18E-03,018,2011-09-18
0,4187633,0,673,0,5.50E-06,9.38E-03,018,2011-09-18
0,4188471,0,663,0,4.66E-06,9.54E-03,018,2011-09-18
0,4193919,0,672,0,4.63E-06,9.60E-03,018,2011-09-18
0,4179525,0,413,0,4.57E-06,6.38E-03,018,2011-09-18
0,4189495,0,390,0,4.31E-06,5.93E-03,018,2011-09-18
0,4187071,0,330,0,4.20E-06,5.24E-03,018,2011-09-18
0,4182456,0,274,0,4.17E-06,4.80E-03,018,2011-09-18
0,4184421,0,274,0,3.94E-06,4.72E-03,018,2011-09-18
0,4191497,0,347,0,4.07E-06,5.70E-03,018,2011-09-18
0,4184970,0,296,0,4.00E-06,5.05E-03,018,2011-09-18
0,4190536,0,441,0,4.00E-06,6.70E-03,018,2011-09-18
0,4185278,0,317,0,4.27E-06,5.28E-03,018,2011-09-18
0,4178053,0,328,0,4.04E-06,5.26E-03,018,2011-09-18
0,4179182,0,269,0,4.20E-06,4.60E-03,018,2011-09-18
0,4181946,0,308,0,3.93E-06,5.10E-03,018,2011-09-18
0,4188478,0,329,0,4.78E-06,5.27E-03,018,2011-09-18
0,4189909,0,346,0,4.31E-06,5.61E-03,018,2011-09-18
0,4185781,0,460,0,4.56E-06,6.90E-03,018,2011-09-18
0,4182810,0,300,0,4.59E-06,5.20E-03,018,2011-09-18
0,4189208,0,277,0,4.00E-06,4.64E-03,018,2011-09-18
0,4191930,0,273,0,3.92E-06,4.69E-03,018,2011-09-18
0,4189793,0,348,0,3.94E-06,5.51E-03,018,2011-09-18
0,4186758,0,312,0,4.05E-06,5.27E-03,018,2011-09-18
0,4179170,0,269,0,4.08E-06,4.74E-03,018,2011-09-18
0,4185721,0,277,0,3.97E-06,4.84E-03,018,2011-09-18
0,4181220,0,309,0,3.97E-06,6.28E-03,018,2011-09-18
0,4184396,0,273,0,3.98E-06,7.74E-03,018,2011-09-18
0,3623742,148599,380,43,3.84E-06,7.78E-03,018,2011-09-18
0,4191305,0,564,0,5.76E-06,1.02E-02,018,2011-09-19
0,4179453,0,414,0,3.96E-06,7.02E-03,018,2011-09-19
0,4180175,0,431,0,3.76E-06,6.94E-03,018,2011-09-19
0,4189754,0,508,0,4.16E-06,7.57E-03,018,2011-09-19
0,4194117,0,495,0,4.50E-06,7.43E-03,018,2011-09-19
0,4187970,0,431,0,4.52E-06,8.15E-03,018,2011-09-19
0,4180707,0,446,0,4.24E-06,7.34E-03,018,2011-09-19
0,4191781,0,442,0,4.34E-06,6.85E-03,018,2011-09-19
0,4180894,0,439,0,4.26E-06,7.03E-03,018,2011-09-19
0,4187481,0,461,0,4.28E-06,7.35E-03,018,2011-09-19
0,4190949,0,446,0,4.20E-06,7.27E-03,018,2011-09-19
0,4185490,0,463,0,4.15E-06,7.27E-03,018,2011-09-19
0,4189707,0,439,0,4.47E-06,6.84E-03,018,2011-09-19
0,4189222,0,531,0,4.25E-06,8.15E-03,018,2011-09-19
0,4190473,0,512,0,4.31E-06,2.28E-02,018,2011-09-19
0,4194118,0,488,0,4.32E-06,2.14E-02,018,2011-09-19
0,4189229,0,444,0,4.25E-06,1.21E-02,018,2011-09-19
0,4193128,0,471,0,3.95E-06,1.26E-02,018,2011-09-19
0,4192837,0,485,0,4.03E-06,7.77E-03,018,2011-09-19
0,4185153,0,458,0,4.02E-06,7.48E-03,018,2011-09-19
0,4181643,0,488,0,4.19E-06,7.26E-03,018,2011-09-19
0,4192679,0,461,0,4.24E-06,6.85E-03,018,2011-09-19
0,4189692,0,505,0,4.08E-06,7.57E-03,018,2011-09-19
0,4183070,0,499,0,4.39E-06,9.54E-03,018,2011-09-19
0,4191594,0,490,0,4.18E-06,7.21E-03,018,2011-09-19
0,4190813,0,474,0,4.26E-06,7.15E-03,018,2011-09-19
0,4187781,0,506,0,4.15E-06,7.68E-03,018,2011-09-19
0,4193101,0,479,0,4.28E-06,7.07E-03,018,2011-09-19
0,4183597,0,462,0,4.01E-06,1.33E-02,018,2011-09-19
0,4189796,0,470,0,4.18E-06,8.18E-03,018,2011-09-19
0,4185759,0,513,0,4.21E-06,8.25E-03,018,2011-09-19
0,4181102,0,473,0,4.23E-06,7.53E-03,018,2011-09-19
0,4193752,0,444,0,4.18E-06,6.91E-03,018,2011-09-19
0,4189665,0,414,0,4.25E-06,6.56E-03,018,2011-09-19
0,4187928,0,452,0,4.35E-06,7.22E-03,018,2011-09-19
0,4188063,0,505,0,4.12E-06,7.75E-03,018,2011-09-19
0,4188168,0,464,0,4.16E-06,7.06E-03,018,2011-09-19
0,4183161,0,496,0,4.27E-06,7.34E-03,018,2011-09-19
0,4193019,0,686,0,4.37E-06,1.04E-02,018,2011-09-19
0,4189209,0,902,0,4.59E-06,1.32E-02,018,2011-09-19
0,4193441,0,545,0,4.63E-06,8.61E-03,018,2011-09-19
0,4178850,0,470,0,4.56E-06,7.45E-03,018,2011-09-19
0,4193928,0,495,0,4.50E-06,7.24E-03,018,2011-09-19
0,4190736,0,464,0,4.66E-06,6.96E-03,018,2011-09-19
0,4184786,0,459,0,4.65E-06,6.95E-03,018,2011-09-19
0,4185345,0,388,0,4.24E-06,6.17E-03,018,2011-09-19
0,4186574,0,282,0,4.32E-06,4.98E-03,018,2011-09-19
0,4180032,0,264,0,4.08E-06,4.72E-03,018,2011-09-19
0,4193632,0,327,0,4.20E-06,5.39E-03,018,2011-09-19
0,4182871,0,451,0,4.11E-06,6.68E-03,018,2011-09-19
0,4177991,0,416,0,4.22E-06,6.81E-03,018,2011-09-19
0,4193326,0,478,0,4.30E-06,7.11E-03,018,2011-09-19
0,4193494,0,399,0,4.23E-06,6.20E-03,018,2011-09-19
0,4182135,0,478,0,4.17E-06,6.95E-03,018,2011-09-19
0,4191214,0,465,0,4.36E-06,6.99E-03,018,2011-09-19
